"TOA5","1","CR1000X","5122","CR1000X.Std.03.02","CPU:TDG_191227_Enc.CR1X","49734","SONDE1"
"TIMESTAMP","RECORD","Temp_C","SpCond_mS","Sal","TDS_ppt","pH","ORP_mV","DO_percent","DO_ppm","Turb_NTU","Chl_ppb","PC_ppb"
"TS","RN","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-09-02 09:00:20",1927,22.87,0.108,0.05,0.07,7.73,344.6,93.8,8.07,490.6,5.71,0.74
"2020-09-02 10:00:20",1928,22.91,0.108,0.05,0.07,7.78,343.6,94.1,8.09,485.8,5.66,0.77
"2020-09-02 11:00:20",1929,22.95,0.108,0.05,0.07,7.8,342.9,94.4,8.1,451.7,5.58,0.71
"2020-09-02 12:00:20",1930,23.01,0.108,0.05,0.07,7.81,340.2,94.8,8.13,464.7,5.46,0.68
"2020-09-02 13:00:20",1931,23.09,0.108,0.05,0.07,7.81,336.8,95.2,8.15,508.4,5.6,0.73
"2020-09-02 14:00:20",1932,23.11,0.108,0.05,0.07,7.8,339.5,96.1,8.22,584.6,5.44,0.64
"2020-09-02 15:00:20",1933,23.16,0.108,0.05,0.07,7.79,341.7,96.5,8.25,512.3,5.45,0.63
"2020-09-02 16:00:20",1934,23.2,0.108,0.05,0.07,7.82,342.7,97,8.29,479.7,5.44,0.62
"2020-09-02 17:00:20",1935,23.22,0.109,0.05,0.07,7.83,344.1,97.3,8.31,478.9,5.4,0.59
"2020-09-02 18:00:20",1936,23.25,0.109,0.05,0.07,7.82,344.8,97.6,8.33,448,5.41,0.62
"2020-09-02 19:00:20",1937,23.29,0.109,0.05,0.07,7.82,346.9,98,8.36,441.3,5.49,0.62
"2020-09-02 20:00:20",1938,23.31,0.109,0.05,0.07,7.82,348.2,98.4,8.39,486.5,5.34,0.59
"2020-09-02 21:00:20",1939,23.33,0.109,0.05,0.07,7.84,347.5,98.8,8.42,562.3,5.37,0.57
"2020-09-02 22:00:20",1940,23.33,0.109,0.05,0.07,7.84,348.5,98.8,8.42,453.6,5.43,0.54
"2020-09-02 23:00:20",1941,23.32,0.109,0.05,0.07,7.85,349.5,99.2,8.46,457.2,5.29,0.49
"2020-09-03 00:00:20",1942,23.3,0.11,0.05,0.07,7.85,351,99.5,8.48,444,5.22,0.48
"2020-09-03 01:00:20",1943,23.29,0.11,0.05,0.07,7.85,352,99.7,8.5,395.5,5.1,0.44
"2020-09-03 02:00:20",1944,23.26,0.11,0.05,0.07,7.87,350.9,99.8,8.52,360.3,5.2,0.39
"2020-09-03 03:00:20",1945,23.23,0.11,0.05,0.07,7.88,349.6,100.1,8.55,385.7,5.03,0.41
"2020-09-03 04:00:20",1946,23.2,0.11,0.05,0.07,7.89,343.8,100.4,8.58,422.9,4.97,0.37
"2020-09-03 05:00:20",1947,23.17,0.11,0.05,0.07,7.89,344.1,100.6,8.6,351.3,4.85,0.34
"2020-09-03 06:00:20",1948,23.14,0.11,0.05,0.07,7.88,346.1,101,8.64,338.1,4.79,0.33
"2020-09-03 07:00:20",1949,23.1,0.111,0.05,0.07,7.88,343.3,101.3,8.67,341.6,4.77,0.3
"2020-09-03 08:00:20",1950,23.06,0.111,0.05,0.07,7.9,333.7,101.7,8.71,403.3,4.88,0.27
"2020-09-03 09:00:20",1951,23.04,0.111,0.05,0.07,7.9,328.4,101.8,8.72,348.6,4.71,0.28
"2020-09-03 10:00:20",1952,23,0.111,0.05,0.07,7.92,333.2,102.2,8.76,301.8,4.67,0.26
"2020-09-03 11:00:20",1953,22.99,0.111,0.05,0.07,7.92,336.2,102.3,8.77,307.7,4.71,0.25
"2020-09-03 12:00:20",1954,23,0.111,0.05,0.07,7.92,338.9,102.8,8.82,308.2,4.49,0.18
"2020-09-03 13:00:20",1955,23.09,0.111,0.05,0.07,7.93,334.5,103.2,8.83,329.4,4.39,0.19
"2020-09-03 14:00:20",1956,23.12,0.111,0.05,0.07,7.94,333.6,103.2,8.83,321.4,4.43,0.16
"2020-09-03 15:00:20",1957,23.13,0.111,0.05,0.07,7.94,335.3,103.5,8.86,315.7,4.41,0.14
"2020-09-03 16:00:20",1958,23.15,0.111,0.05,0.07,7.94,335,102.9,8.8,395.5,4.38,0.12
"2020-09-03 17:00:20",1959,23.13,0.111,0.05,0.07,7.92,338.2,103,8.82,308.1,4.39,0.13
"2020-09-03 18:00:20",1960,23.1,0.111,0.05,0.07,7.91,340.9,103.1,8.82,326.1,4.51,0.18
"2020-09-03 19:00:20",1961,23.07,0.111,0.05,0.07,7.95,343.3,103.3,8.85,360.2,4.59,0.28
"2020-09-03 20:00:20",1962,23.05,0.111,0.05,0.07,7.94,346.5,103.3,8.85,319.2,4.7,0.28
"2020-09-03 21:00:20",1963,23.03,0.111,0.05,0.07,7.93,349.5,103,8.83,409.6,4.62,0.32
"2020-09-03 22:00:20",1964,23.02,0.111,0.05,0.07,7.93,348.2,102.8,8.81,380.6,4.65,0.32
"2020-09-03 23:00:20",1965,23.01,0.111,0.05,0.07,7.92,350.7,102.6,8.8,475.7,4.74,0.37
"2020-09-04 00:00:20",1966,22.99,0.111,0.05,0.07,7.92,353.3,102.3,8.77,451.2,4.68,0.4
"2020-09-04 01:00:20",1967,22.98,0.111,0.05,0.07,7.92,355,102.1,8.76,359.6,4.72,0.45
"2020-09-04 02:00:20",1968,22.96,0.111,0.05,0.07,7.91,353.5,101.9,8.74,411.4,4.7,0.43
"2020-09-04 03:00:20",1969,22.95,0.111,0.05,0.07,7.93,354.5,101.6,8.72,431.7,4.67,0.44
"2020-09-04 04:00:20",1970,22.93,0.111,0.05,0.07,7.93,357,101.4,8.71,391,4.6,0.46
"2020-09-04 05:00:20",1971,22.9,0.111,0.05,0.07,7.9,359.1,101,8.68,429.8,4.65,0.45
"2020-09-04 06:00:20",1972,22.88,0.111,0.05,0.07,7.91,358.3,100.8,8.67,543.6,4.64,0.49
"2020-09-04 07:00:20",1973,22.85,0.111,0.05,0.07,7.92,359.3,100.7,8.66,458.4,4.57,0.49
"2020-09-04 08:00:20",1974,22.83,0.111,0.05,0.07,7.92,359.3,100.6,8.66,447.1,4.56,0.44
"2020-09-04 09:00:20",1975,22.81,0.111,0.05,0.07,7.9,359.4,100.6,8.66,413.2,4.49,0.46
"2020-09-04 10:00:20",1976,22.79,0.111,0.05,0.07,7.92,357.2,100.7,8.67,400.8,4.53,0.43
"2020-09-04 11:00:20",1977,22.78,0.111,0.05,0.07,7.94,355.9,100.8,8.68,355.5,4.47,0.39
"2020-09-04 12:00:20",1978,22.78,0.111,0.05,0.07,7.94,353.5,100.9,8.69,399.8,4.27,0.35
"2020-09-04 13:00:20",1979,22.77,0.111,0.05,0.07,7.93,349.3,101,8.7,328,4.23,0.3
"2020-09-04 14:00:20",1980,22.78,0.111,0.05,0.07,7.93,345.4,101.2,8.72,371.1,4.19,0.31
"2020-09-04 15:00:20",1981,22.77,0.111,0.05,0.07,7.95,343.2,101.1,8.71,308.7,4.14,0.2
"2020-09-04 16:00:20",1982,22.77,0.111,0.05,0.07,7.96,340.1,101.2,8.72,320.6,3.98,0.15
"2020-09-04 17:00:20",1983,22.75,0.111,0.05,0.07,7.96,339.1,101.2,8.72,268.2,3.92,0.13
"2020-09-04 18:00:20",1984,22.7,0.111,0.05,0.07,7.97,339.4,101,8.71,268.7,3.93,0.12
"2020-09-04 19:00:20",1985,22.65,0.111,0.05,0.07,7.96,342,100.9,8.71,241.9,3.85,0.06
"2020-09-04 20:00:20",1986,22.6,0.111,0.05,0.07,7.96,342.7,100.8,8.71,255.9,3.87,0.06
"2020-09-04 21:00:20",1987,22.56,0.111,0.05,0.07,7.96,344.9,100.8,8.71,261.3,3.82,0.03
"2020-09-04 22:00:20",1988,22.54,0.111,0.05,0.07,7.95,346.1,100.6,8.71,259.3,3.73,0.01
"2020-09-04 23:00:20",1989,22.54,0.111,0.05,0.07,7.95,344.5,100.7,8.71,204.1,3.73,0
"2020-09-05 00:00:20",1990,22.54,0.11,0.05,0.07,7.95,346.6,100.8,8.72,221.4,3.67,-0.03
"2020-09-05 01:00:20",1991,22.54,0.11,0.05,0.07,7.95,348.4,100.8,8.72,189.1,3.71,-0.04
"2020-09-05 02:00:20",1992,22.54,0.11,0.05,0.07,7.96,349,100.9,8.73,189.3,3.65,-0.08
"2020-09-05 03:00:20",1993,22.55,0.11,0.05,0.07,7.96,346,100.8,8.72,163,3.65,-0.08
"2020-09-05 04:00:20",1994,22.55,0.11,0.05,0.07,7.96,346.2,101,8.74,173.9,3.68,-0.08
"2020-09-05 05:00:20",1995,22.55,0.11,0.05,0.07,7.96,344.2,101.1,8.75,179.5,3.67,-0.09
"2020-09-05 06:00:20",1996,22.54,0.11,0.05,0.07,7.96,346.2,101.1,8.74,164.3,3.6,-0.13
"2020-09-05 07:00:20",1997,22.54,0.11,0.05,0.07,7.96,346.6,101.1,8.75,231,3.71,-0.12
"2020-09-05 08:00:20",1998,22.54,0.11,0.05,0.07,7.96,347.7,101,8.74,166.4,3.52,-0.13
"2020-09-05 09:00:20",1999,22.54,0.11,0.05,0.07,7.96,341.5,101.2,8.75,163,3.52,-0.13
"2020-09-05 10:00:20",2000,22.54,0.11,0.05,0.07,7.97,343.1,101.2,8.76,186.5,3.51,-0.19
"2020-09-05 11:00:20",2001,22.6,0.11,0.05,0.07,7.97,342.6,101.3,8.76,160.1,3.53,-0.17
"2020-09-05 12:00:20",2002,22.66,0.11,0.05,0.07,7.97,331,101.6,8.77,170.9,3.51,-0.16
"2020-09-05 13:00:20",2003,22.75,0.11,0.05,0.07,7.97,328.3,101.7,8.76,140,3.39,-0.2
"2020-09-05 14:00:20",2004,22.83,0.11,0.05,0.07,7.97,325,101.8,8.75,157.7,3.38,-0.24
"2020-09-05 15:00:20",2005,22.81,0.11,0.05,0.07,7.97,327.9,101.7,8.75,127.7,3.42,-0.21
"2020-09-05 16:00:20",2006,22.75,0.11,0.05,0.07,7.97,326.1,101.7,8.76,137,3.39,-0.25
"2020-09-05 17:00:20",2007,22.71,0.11,0.05,0.07,7.96,327,101.6,8.76,151.1,3.32,-0.23
"2020-09-05 18:00:20",2008,22.69,0.11,0.05,0.07,7.96,333.3,101.4,8.75,141.3,3.32,-0.25
"2020-09-05 19:00:20",2009,22.67,0.11,0.05,0.07,7.97,336.4,101.3,8.75,135.8,3.38,-0.27
"2020-09-05 20:00:20",2010,22.66,0.11,0.05,0.07,7.97,337.8,101.3,8.74,155,3.35,-0.24
"2020-09-05 21:00:20",2011,22.66,0.11,0.05,0.07,7.97,339.7,101,8.72,145.5,3.33,-0.24
"2020-09-05 22:00:20",2012,22.65,0.11,0.05,0.07,7.97,338.4,101,8.72,151.9,3.32,-0.26
"2020-09-05 23:00:20",2013,22.66,0.11,0.05,0.07,7.98,340.1,100.9,8.71,110.2,3.33,-0.26
"2020-09-06 00:00:20",2014,22.65,0.11,0.05,0.07,7.98,339.2,100.7,8.7,136.2,3.22,-0.31
"2020-09-06 01:00:20",2015,22.65,0.11,0.05,0.07,7.99,339,100.8,8.7,113.8,3.29,-0.3
"2020-09-06 02:00:20",2016,22.65,0.11,0.05,0.07,7.98,335.8,100.5,8.68,106.6,3.32,-0.29
"2020-09-06 03:00:20",2017,22.65,0.11,0.05,0.07,7.98,328.7,100.5,8.67,110.2,3.36,-0.33
"2020-09-06 04:00:20",2018,22.65,0.11,0.05,0.07,7.97,322,100.1,8.64,145.8,3.39,-0.25
"2020-09-06 05:00:20",2019,22.66,0.111,0.05,0.07,7.98,305.2,99.9,8.62,155.2,3.57,-0.19
"2020-09-06 06:00:20",2020,22.66,0.111,0.05,0.07,7.98,293.1,99.6,8.6,162.1,3.59,-0.17
"2020-09-06 07:00:20",2021,22.65,0.111,0.05,0.07,7.98,301.6,99.4,8.58,153.9,3.49,-0.16
"2020-09-06 08:00:20",2022,22.65,0.11,0.05,0.07,7.95,308.2,99.5,8.59,135.3,3.41,-0.23
"2020-09-06 09:00:20",2023,22.65,0.11,0.05,0.07,7.96,309.7,99.4,8.59,125.1,3.47,-0.25
"2020-09-06 10:00:20",2024,22.65,0.11,0.05,0.07,7.98,313.2,99.4,8.58,127.3,3.3,-0.25
"2020-09-06 11:00:20",2025,22.64,0.11,0.05,0.07,7.97,312.6,99.4,8.58,107.3,3.35,-0.32
"2020-09-06 12:00:20",2026,22.64,0.11,0.05,0.07,7.98,314.7,99.6,8.6,113.8,3.22,-0.3
"2020-09-06 13:00:20",2027,22.65,0.11,0.05,0.07,7.98,316.4,99.5,8.59,107.8,3.31,-0.31
"2020-09-06 14:00:20",2028,22.64,0.11,0.05,0.07,7.97,312.1,99.6,8.6,99.6,3.37,-0.31
"2020-09-06 15:00:20",2029,22.62,0.11,0.05,0.07,7.97,312.1,99.6,8.6,106,3.32,-0.3
"2020-09-06 16:00:20",2030,22.6,0.11,0.05,0.07,7.97,310.2,99.5,8.6,112.3,3.32,-0.31
"2020-09-06 17:00:20",2031,22.58,0.11,0.05,0.07,7.98,313.2,99.4,8.59,111.4,3.27,-0.29
"2020-09-06 18:00:20",2032,22.53,0.11,0.05,0.07,7.96,312.6,99.3,8.6,142.3,3.19,-0.31
"2020-09-06 19:00:20",2033,22.5,0.11,0.05,0.07,7.96,319.1,99.1,8.58,123.4,3.32,-0.27
"2020-09-06 20:00:20",2034,22.46,0.11,0.05,0.07,7.96,323.4,98.9,8.57,125.5,3.24,-0.27
"2020-09-06 21:00:20",2035,22.43,0.11,0.05,0.07,7.95,326,98.6,8.55,118,3.29,-0.29
"2020-09-06 22:00:20",2036,22.41,0.11,0.05,0.07,7.96,329.3,98.5,8.54,125,3.28,-0.25
"2020-09-06 23:00:20",2037,22.4,0.11,0.05,0.07,7.96,331.3,98.2,8.52,123.6,3.29,-0.24
"2020-09-07 00:00:20",2038,22.4,0.11,0.05,0.07,7.95,332.2,98.5,8.54,104.4,3.3,-0.25
"2020-09-07 01:00:20",2039,22.41,0.11,0.05,0.07,7.96,329.1,98.4,8.53,138.7,3.33,-0.27
"2020-09-07 02:00:20",2040,22.44,0.11,0.05,0.07,7.96,325,98.5,8.54,117.2,3.3,-0.29
"2020-09-07 03:00:20",2041,22.45,0.11,0.05,0.07,7.97,328.4,98.4,8.53,111,3.35,-0.26
"2020-09-07 04:00:20",2042,22.46,0.11,0.05,0.07,7.96,329.9,98.3,8.52,124,3.43,-0.26
"2020-09-07 05:00:20",2043,22.46,0.11,0.05,0.07,7.96,329.4,98.3,8.52,142,3.41,-0.25
"2020-09-07 06:00:20",2044,22.46,0.11,0.05,0.07,7.98,325.6,98.4,8.53,127.8,3.46,-0.19
"2020-09-07 07:00:20",2045,22.45,0.11,0.05,0.07,7.96,327.4,98.3,8.52,124.5,3.52,-0.25
"2020-09-07 08:00:20",2046,22.45,0.11,0.05,0.07,7.96,326.5,98.3,8.52,139.3,3.49,-0.2
"2020-09-07 09:00:20",2047,22.46,0.11,0.05,0.07,7.95,322.3,98.5,8.54,140.6,3.47,-0.22
"2020-09-07 10:00:20",2048,22.5,0.11,0.05,0.07,7.94,320.8,98.6,8.54,127.6,3.48,-0.22
"2020-09-07 11:00:20",2049,22.57,0.109,0.05,0.07,7.96,316.9,98.8,8.54,132.3,3.44,-0.26
"2020-09-07 12:00:20",2050,22.67,0.109,0.05,0.07,7.95,315.5,99,8.54,124.7,3.5,-0.18
"2020-09-07 13:00:20",2051,22.76,0.109,0.05,0.07,7.95,313.6,99.1,8.54,141.7,3.56,-0.24
"2020-09-07 14:00:20",2052,22.83,0.109,0.05,0.07,7.93,314.4,98.6,8.49,142.5,3.61,-0.19
"2020-09-07 15:00:20",2053,22.87,0.109,0.05,0.07,7.92,315.6,98.2,8.44,137.4,3.63,-0.22
"2020-09-07 16:00:20",2054,22.89,0.109,0.05,0.07,7.91,310.8,98.3,8.45,144.6,3.72,-0.2
"2020-09-07 17:00:20",2055,22.87,0.109,0.05,0.07,7.92,312.1,98.3,8.45,142.1,3.7,-0.2
"2020-09-07 18:00:20",2056,22.84,0.109,0.05,0.07,7.91,313.5,98.3,8.45,149.5,3.77,-0.19
"2020-09-07 19:00:20",2057,22.81,0.109,0.05,0.07,7.91,315.4,98.4,8.47,150.3,3.73,-0.21
"2020-09-07 20:00:20",2058,22.79,0.109,0.05,0.07,7.92,316.9,98.4,8.47,145.6,3.85,-0.2
"2020-09-07 21:00:20",2059,22.79,0.109,0.05,0.07,7.93,318.3,98.6,8.49,147.9,3.86,-0.21
"2020-09-07 22:00:20",2060,22.79,0.109,0.05,0.07,7.93,316.9,98.6,8.49,141.5,8.1,-0.2
"2020-09-07 23:00:20",2061,22.79,0.109,0.05,0.07,7.92,316.5,98.8,8.5,128.8,3.81,-0.23
"2020-09-08 00:00:20",2062,22.8,0.109,0.05,0.07,7.91,317.5,98.7,8.5,134.2,3.92,-0.24
"2020-09-08 01:00:20",2063,22.8,0.109,0.05,0.07,7.92,320,98.9,8.51,132.5,3.92,-0.22
"2020-09-08 02:00:20",2064,22.81,0.109,0.05,0.07,7.9,323.6,98.9,8.51,116.2,4.04,-0.24
"2020-09-08 03:00:20",2065,22.82,0.109,0.05,0.07,7.92,321.1,99.2,8.53,133.5,3.94,-0.26
"2020-09-08 04:00:20",2066,22.82,0.109,0.05,0.07,7.93,322.8,99.1,8.53,125.3,3.79,-0.27
"2020-09-08 05:00:20",2067,22.83,0.108,0.05,0.07,7.91,326,99.4,8.55,117.9,3.88,-0.28
"2020-09-08 06:00:20",2068,22.83,0.108,0.05,0.07,7.92,325.2,99.5,8.56,126.3,3.92,-0.27
"2020-09-08 07:00:20",2069,22.84,0.108,0.05,0.07,7.95,322.9,99.6,8.57,104,3.74,-0.29
"2020-09-08 08:00:20",2070,22.85,0.108,0.05,0.07,7.94,321.7,100,8.6,117.9,3.69,-0.35
"2020-09-08 09:00:20",2071,22.87,0.108,0.05,0.07,7.94,322,100.2,8.62,95.1,3.66,-0.31
"2020-09-08 10:00:20",2072,22.9,0.108,0.05,0.07,7.94,321,100.5,8.63,97.1,3.66,-0.37
"2020-09-08 11:00:20",2073,22.99,0.108,0.05,0.07,7.95,316,100.8,8.65,85.7,3.57,-0.38
"2020-09-08 12:00:20",2074,23.1,0.108,0.05,0.07,7.97,311.5,101.2,8.66,82.3,3.41,-0.39
"2020-09-08 13:00:20",2075,23.18,0.108,0.05,0.07,7.97,308.3,101.5,8.68,91.8,3.41,-0.43
"2020-09-08 14:00:20",2076,23.24,0.108,0.05,0.07,7.97,308.1,101.6,8.68,85.3,3.47,-0.43
"2020-09-08 15:00:20",2077,23.25,0.109,0.05,0.07,7.96,309,101.7,8.68,80.3,3.5,-0.47
"2020-09-08 16:00:20",2078,23.26,0.108,0.05,0.07,7.96,308.6,101.6,8.67,75.5,3.33,-0.45
"2020-09-08 17:00:20",2079,23.2,0.108,0.05,0.07,7.98,304.9,101.7,8.69,72.59,3.39,-0.47
"2020-09-08 18:00:20",2080,23.18,0.108,0.05,0.07,7.98,308.5,101.7,8.69,77.42,3.44,-0.45
"2020-09-08 19:00:20",2081,23.13,0.108,0.05,0.07,7.96,311.4,101.5,8.68,72.36,3.45,-0.46
"2020-09-08 20:00:20",2082,23.09,0.108,0.05,0.07,7.97,314.9,101.5,8.69,69.69,3.46,-0.45
"2020-09-08 21:00:20",2083,23.07,0.108,0.05,0.07,7.97,318.8,101.5,8.69,67.35,3.42,-0.46
"2020-09-08 22:00:20",2084,23.06,0.108,0.05,0.07,7.99,319.8,101.3,8.67,82,3.42,-0.46
"2020-09-08 23:00:20",2085,23.05,0.108,0.05,0.07,7.98,319.2,101.3,8.68,60.24,3.33,-0.49
"2020-09-09 00:00:20",2086,23.05,0.108,0.05,0.07,7.98,321.3,101.3,8.68,58.35,3.47,-0.45
"2020-09-09 01:00:20",2087,23.04,0.108,0.05,0.07,7.97,322,101.2,8.68,63.35,3.45,-0.48
"2020-09-09 02:00:20",2088,23.02,0.108,0.05,0.07,7.97,323.8,101.2,8.68,62.13,3.4,-0.44
"2020-09-09 03:00:20",2089,23.01,0.108,0.05,0.07,7.98,324.2,101.1,8.67,54.26,3.38,-0.47
"2020-09-09 04:00:20",2090,22.99,0.108,0.05,0.07,7.98,326.4,101.2,8.68,63.77,3.41,-0.48
"2020-09-09 05:00:20",2091,22.98,0.108,0.05,0.07,8,327.7,101.2,8.68,54.37,3.42,-0.44
"2020-09-09 06:00:20",2092,22.96,0.108,0.05,0.07,7.98,329.7,101.4,8.7,58.74,3.34,-0.45
"2020-09-09 07:00:20",2093,22.95,0.108,0.05,0.07,7.99,329.6,101.4,8.7,49.18,3.39,-0.46
"2020-09-09 08:00:20",2094,22.95,0.108,0.05,0.07,7.99,328.2,101.5,8.71,57.55,3.33,-0.49
"2020-09-09 09:00:20",2095,22.97,0.108,0.05,0.07,8,328.8,101.7,8.73,59.91,3.29,-0.48
"2020-09-09 10:00:20",2096,23.03,0.108,0.05,0.07,8.01,326.8,101.8,8.73,60.43,3.3,-0.5
"2020-09-09 11:00:20",2097,23.11,0.108,0.05,0.07,7.98,324.4,102,8.73,62.96,3.23,-0.51
"2020-09-09 12:00:20",2098,23.21,0.108,0.05,0.07,7.99,321.1,102.3,8.74,52.25,3.15,-0.48
"2020-09-09 13:00:20",2099,23.28,0.108,0.05,0.07,8,316.9,102.6,8.76,55.53,3.3,-0.51
"2020-09-09 14:00:20",2100,23.34,0.108,0.05,0.07,8.01,310.4,102.8,8.76,53.86,3.15,-0.53
"2020-09-09 15:00:20",2101,23.38,0.108,0.05,0.07,8,303.8,102.9,8.76,57.67,3.24,-0.55
"2020-09-09 16:00:20",2102,23.41,0.108,0.05,0.07,7.99,304.7,102.9,8.76,55.11,3.21,-0.57
"2020-09-09 17:00:20",2103,23.37,0.108,0.05,0.07,8.01,307.4,102.9,8.76,48.14,3.29,-0.56
"2020-09-09 18:00:20",2104,23.31,0.108,0.05,0.07,8.01,310.4,102.8,8.77,51.68,3.25,-0.56
"2020-09-09 19:00:20",2105,23.25,0.108,0.05,0.07,8.01,315.2,102.8,8.77,52.96,3.25,-0.57
"2020-09-09 20:00:20",2106,23.2,0.108,0.05,0.07,8,313.6,102.5,8.76,46.44,3.3,-0.55
"2020-09-09 21:00:20",2107,23.16,0.108,0.05,0.07,7.99,315.4,102.5,8.76,51.98,3.25,-0.54
"2020-09-09 22:00:20",2108,23.14,0.108,0.05,0.07,8.01,316,102.4,8.76,52.23,3.16,-0.54
"2020-09-09 23:00:20",2109,23.14,0.108,0.05,0.07,8.01,294.6,102,8.73,81.5,3.39,-0.44
"2020-09-10 00:00:20",2110,23.12,0.108,0.05,0.07,8.01,292.9,102.1,8.74,47.7,3.32,-0.52
"2020-09-10 01:00:20",2111,23.11,0.108,0.05,0.07,8.02,295.4,101.9,8.72,52.94,3.3,-0.53
"2020-09-10 02:00:20",2112,23.1,0.108,0.05,0.07,7.98,283.2,101.2,8.66,153.3,3.71,-0.21
"2020-09-10 03:00:20",2113,23.1,0.108,0.05,0.07,7.99,286.1,100.7,8.62,195.6,3.87,-0.16
"2020-09-10 04:00:20",2114,23.09,0.108,0.05,0.07,7.98,291.6,100.6,8.62,198.6,3.88,-0.11
"2020-09-10 05:00:20",2115,23.08,0.108,0.05,0.07,7.99,294.5,100.8,8.63,185.7,3.91,-0.16
"2020-09-10 06:00:20",2116,23.07,0.108,0.05,0.07,7.98,297.5,101,8.65,133.8,3.75,-0.29
"2020-09-10 07:00:20",2117,23.05,0.108,0.05,0.07,7.99,299.1,101,8.66,121.7,3.7,-0.29
"2020-09-10 08:00:20",2118,23.05,0.108,0.05,0.07,7.99,300.3,101,8.66,124,3.71,-0.33
"2020-09-10 09:00:20",2119,23.03,0.108,0.05,0.07,8,304.1,101.3,8.68,114.7,3.63,-0.36
"2020-09-10 10:00:20",2120,23.01,0.108,0.05,0.07,8.02,306.5,101.4,8.69,85.5,3.44,-0.38
"2020-09-10 11:00:20",2121,22.99,0.108,0.05,0.07,8,307.3,101.6,8.72,88.3,3.57,-0.37
"2020-09-10 12:00:20",2122,22.94,0.108,0.05,0.07,8.02,309.4,101.7,8.73,78.81,3.38,-0.4
"2020-09-10 13:00:20",2123,22.92,0.108,0.05,0.07,8.02,312,101.8,8.74,86.6,3.47,-0.39
"2020-09-10 14:00:20",2124,22.88,0.108,0.05,0.07,8.03,310.9,101.7,8.74,107.4,3.47,-0.37
"2020-09-10 15:00:20",2125,22.84,0.108,0.05,0.07,8.02,313.9,101.7,8.74,86,3.51,-0.33
"2020-09-10 16:00:20",2126,22.8,0.108,0.05,0.07,8.01,316,101.5,8.74,89.2,3.44,-0.34
"2020-09-10 17:00:20",2127,22.75,0.108,0.05,0.07,8.02,315.8,101.3,8.73,98.4,3.52,-0.34
"2020-09-10 18:00:20",2128,22.72,0.108,0.05,0.07,8.02,318.6,101.1,8.72,100.2,3.4,-0.32
"2020-09-10 19:00:20",2129,22.67,0.108,0.05,0.07,8,316.7,100.9,8.7,97.9,3.54,-0.33
"2020-09-10 20:00:20",2130,22.65,0.108,0.05,0.07,8,318.7,100.7,8.69,87.7,3.57,-0.3
"2020-09-10 21:00:20",2131,22.63,0.108,0.05,0.07,7.99,321.5,100.7,8.7,103.6,3.44,-0.37
"2020-09-10 22:00:20",2132,22.61,0.108,0.05,0.07,8.02,321.8,100.7,8.7,86.5,3.55,-0.31
"2020-09-10 23:00:20",2133,22.6,0.108,0.05,0.07,8.02,323.4,101,8.73,105.8,3.52,-0.31
"2020-09-11 00:00:20",2134,22.61,0.108,0.05,0.07,7.99,325.4,101.1,8.74,101.4,3.65,-0.3
"2020-09-11 01:00:20",2135,22.62,0.108,0.05,0.07,8.01,326,100.8,8.71,84,3.7,-0.35
"2020-09-11 02:00:20",2136,22.64,0.109,0.05,0.07,7.89,329.9,100.5,8.68,94,3.63,-0.31
"2020-09-11 03:00:20",2137,22.67,0.109,0.05,0.07,8,329.4,100.2,8.65,103.9,3.77,-0.34
"2020-09-11 04:00:20",2138,22.71,0.109,0.05,0.07,7.97,326.8,99.9,8.62,95.1,3.79,-0.31
"2020-09-11 05:00:20",2139,22.74,0.109,0.05,0.07,7.97,330.1,99.7,8.59,99.3,3.99,-0.32
"2020-09-11 06:00:20",2140,22.77,0.109,0.05,0.07,7.98,334.6,99.5,8.57,103.1,4.05,-0.32
"2020-09-11 07:00:20",2141,22.81,0.109,0.05,0.07,7.96,337.9,99.1,8.53,102.9,4.19,-0.32
"2020-09-11 08:00:20",2142,22.83,0.109,0.05,0.07,7.97,337.5,98.8,8.5,119.3,4.22,-0.27
"2020-09-11 09:00:20",2143,22.87,0.109,0.05,0.07,7.94,338.2,98.5,8.47,128.8,4.27,-0.26
"2020-09-11 10:00:20",2144,22.89,0.109,0.05,0.07,7.93,340.5,98,8.42,127.1,4.29,-0.25
"2020-09-11 11:00:20",2145,22.91,0.109,0.05,0.07,7.94,342.5,97.7,8.39,146.6,4.44,-0.14
"2020-09-11 12:00:20",2146,22.93,0.109,0.05,0.07,7.91,345,97.3,8.35,168.8,4.63,-0.14
"2020-09-11 13:00:20",2147,22.96,0.109,0.05,0.07,7.9,345.5,97.1,8.33,188.7,4.64,-0.13
"2020-09-11 14:00:20",2148,22.98,0.109,0.05,0.07,7.88,346.6,96.8,8.3,186.7,4.84,-0.07
"2020-09-11 15:00:20",2149,23,0.109,0.05,0.07,7.88,347,96.5,8.28,186.6,4.9,0
"2020-09-11 16:00:20",2150,23,0.108,0.05,0.07,7.89,346.9,96.3,8.25,228,5.06,0
"2020-09-11 17:00:20",2151,22.98,0.108,0.05,0.07,7.88,348.2,96.1,8.24,260.7,5.19,0.02
"2020-09-11 18:00:20",2152,22.96,0.108,0.05,0.07,7.88,349.6,95.9,8.23,211.8,5.14,0.03
