"TOA5","1","CR1000X","5122","CR1000X.Std.03.02","CPU:TDG_191227_Enc.CR1X","49734","SONDE1"
"TIMESTAMP","RECORD","Temp_C","SpCond_mS","Sal","TDS_ppt","pH","ORP_mV","DO_percent","DO_ppm","Turb_NTU","Chl_ppb","PC_ppb"
"TS","RN","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-09-11 19:00:20",2153,22.95,0.108,0.05,0.07,7.86,352.3,95.8,8.22,216.1,5.28,0.08
"2020-09-11 20:00:20",2154,22.94,0.108,0.05,0.07,7.87,354,95.7,8.22,230.8,5.31,0.12
"2020-09-11 21:00:20",2155,22.91,0.108,0.05,0.07,7.88,356.3,95.9,8.24,234,5.37,0.08
"2020-09-11 22:00:20",2156,22.89,0.108,0.05,0.07,7.89,356.9,96.3,8.27,228.7,4.76,0.08
"2020-09-11 23:00:20",2157,22.89,0.108,0.05,0.07,7.88,355.9,96.7,8.31,204.1,5.05,0.01
"2020-09-12 00:00:20",2158,22.88,0.108,0.05,0.07,7.87,355.2,97,8.34,209.6,5.32,-0.01
"2020-09-12 01:00:20",2159,22.88,0.108,0.05,0.07,7.89,354.4,97,8.34,191,5.04,-0.02
"2020-09-12 02:00:20",2160,22.87,0.108,0.05,0.07,7.9,348.6,97.2,8.36,218.3,5.03,0.05
"2020-09-12 03:00:20",2161,22.85,0.108,0.05,0.07,7.91,353.2,97.4,8.38,285.5,5.3,0.11
"2020-09-12 04:00:20",2162,22.82,0.108,0.05,0.07,7.92,355.1,97.6,8.4,277.2,5.13,0.18
"2020-09-12 05:00:20",2163,22.78,0.107,0.05,0.07,7.93,358.9,98.1,8.45,255.8,5.29,0.16
"2020-09-12 06:00:20",2164,22.75,0.107,0.05,0.07,7.93,359.5,98.3,8.47,246.7,5.09,0.15
"2020-09-12 07:00:20",2165,22.7,0.107,0.05,0.07,7.92,357.3,98.7,8.51,213.2,4.92,0.07
"2020-09-12 08:00:20",2166,22.66,0.107,0.05,0.07,7.91,359.5,98.9,8.54,198.2,4.78,0.02
"2020-09-12 09:00:20",2167,22.63,0.107,0.05,0.07,7.94,358.7,99.3,8.57,176.4,4.51,-0.04
"2020-09-12 10:00:20",2168,22.61,0.107,0.05,0.07,7.94,356.3,99.4,8.59,154.4,4.51,-0.06
"2020-09-12 11:00:20",2169,22.61,0.107,0.05,0.07,7.96,351.6,99.8,8.62,157.1,4.4,-0.14
"2020-09-12 12:00:20",2170,22.61,0.107,0.05,0.07,7.97,349.2,99.9,8.63,139.4,4.3,-0.19
"2020-09-12 13:00:20",2171,22.59,0.107,0.05,0.07,7.98,348.5,100.1,8.66,134.1,4.26,-0.2
"2020-09-12 14:00:20",2172,22.57,0.107,0.05,0.07,7.98,348.8,100.3,8.67,127.4,4.28,-0.17
"2020-09-12 15:00:20",2173,22.54,0.107,0.05,0.07,7.98,349.4,100.3,8.68,130.7,4.05,-0.16
"2020-09-12 16:00:20",2174,22.52,0.107,0.05,0.07,7.97,350.2,100.5,8.7,129.4,4.11,-0.2
"2020-09-12 17:00:20",2175,22.5,0.107,0.05,0.07,8,350,100.5,8.7,135.4,4.02,-0.17
"2020-09-12 18:00:20",2176,22.46,0.107,0.05,0.07,8,350.7,100.6,8.72,129.7,3.95,-0.19
"2020-09-12 19:00:20",2177,22.43,0.107,0.05,0.07,8.01,353.5,100.7,8.73,124,4.06,-0.18
"2020-09-12 20:00:20",2178,22.4,0.107,0.05,0.07,8,348.3,100.8,8.74,113.6,3.87,-0.23
"2020-09-12 21:00:20",2179,22.37,0.107,0.05,0.07,8,346.4,100.9,8.75,106.8,3.83,-0.23
"2020-09-12 22:00:20",2180,22.35,0.107,0.05,0.07,7.99,347.2,100.9,8.76,102.2,3.75,-0.27
"2020-09-12 23:00:20",2181,22.33,0.107,0.05,0.07,7.99,348.3,101.1,8.78,113.1,3.81,-0.26
"2020-09-13 00:00:20",2182,22.31,0.107,0.05,0.07,8.01,341.9,101,8.78,91.6,3.8,-0.24
"2020-09-13 01:00:20",2183,22.29,0.107,0.05,0.07,8.02,344.5,101.2,8.8,86.2,3.6,-0.27
"2020-09-13 02:00:20",2184,22.26,0.107,0.05,0.07,8.02,342.6,101.3,8.81,87.2,3.72,-0.27
"2020-09-13 03:00:20",2185,22.24,0.107,0.05,0.07,8.03,341.2,101.3,8.81,96.1,3.6,-0.29
"2020-09-13 04:00:20",2186,22.23,0.107,0.05,0.07,8.03,341,101.3,8.82,80.7,3.55,-0.29
"2020-09-13 05:00:20",2187,22.22,0.107,0.05,0.07,8,339.6,101.4,8.83,76.55,3.64,-0.3
"2020-09-13 06:00:20",2188,22.21,0.107,0.05,0.07,8.02,340.4,101.5,8.84,79.2,3.58,-0.31
"2020-09-13 07:00:20",2189,22.21,0.107,0.05,0.07,8.03,340.6,101.5,8.84,67.43,3.6,-0.32
"2020-09-13 08:00:20",2190,22.21,0.107,0.05,0.07,8.04,339.1,101.6,8.84,68.12,3.48,-0.37
"2020-09-13 09:00:20",2191,22.22,0.107,0.05,0.07,8.03,341.9,101.8,8.86,63.54,3.48,-0.35
"2020-09-13 10:00:20",2192,22.24,0.107,0.05,0.07,8.02,342.5,101.9,8.87,56.39,3.51,-0.35
"2020-09-13 11:00:20",2193,22.26,0.107,0.05,0.07,8.02,337.4,102,8.87,65.77,3.42,-0.38
"2020-09-13 12:00:20",2194,22.27,0.107,0.05,0.07,8.01,338.5,102.1,8.88,68.47,3.58,-0.39
"2020-09-13 13:00:20",2195,22.27,0.107,0.05,0.07,8.04,337.1,102.1,8.88,53.56,3.49,-0.35
"2020-09-13 14:00:20",2196,22.27,0.107,0.05,0.07,8.05,333.1,102,8.87,67.55,3.41,-0.34
"2020-09-13 15:00:20",2197,22.25,0.107,0.05,0.07,8.03,326.9,102.1,8.88,55.53,3.35,-0.34
"2020-09-13 16:00:20",2198,22.23,0.107,0.05,0.07,8.04,322.7,102.1,8.89,58.89,3.44,-0.36
"2020-09-13 17:00:20",2199,22.2,0.107,0.05,0.07,8.01,328.8,102.1,8.89,67.42,3.44,-0.37
"2020-09-13 18:00:20",2200,22.17,0.107,0.05,0.07,8.03,330.9,102,8.89,51.72,3.31,-0.41
"2020-09-13 19:00:20",2201,22.14,0.107,0.05,0.07,8.02,332.5,101.9,8.89,58.19,3.39,-0.39
"2020-09-13 20:00:20",2202,22.11,0.107,0.05,0.07,8.03,332,101.9,8.88,46.68,3.31,-0.37
"2020-09-13 21:00:20",2203,22.09,0.107,0.05,0.07,8.03,327,101.7,8.88,49.2,3.43,-0.38
"2020-09-13 22:00:20",2204,22.07,0.107,0.05,0.07,8.03,329.6,101.8,8.88,45.6,3.32,-0.39
"2020-09-13 23:00:20",2205,22.06,0.107,0.05,0.07,8.02,333.7,101.8,8.89,41.36,3.32,-0.34
"2020-09-14 00:00:20",2206,22.05,0.106,0.05,0.07,8.02,332.7,101.8,8.89,45.2,3.33,-0.39
"2020-09-14 01:00:20",2207,22.04,0.106,0.05,0.07,8.03,334.6,101.8,8.89,43.38,3.19,-0.39
"2020-09-14 02:00:20",2208,22.04,0.106,0.05,0.07,8.05,336.7,101.7,8.88,43.21,3.2,-0.4
"2020-09-14 03:00:20",2209,22.04,0.107,0.05,0.07,8.05,337.2,101.7,8.89,43.65,3.24,-0.38
"2020-09-14 04:00:20",2210,22.05,0.107,0.05,0.07,8.06,339.6,101.6,8.87,45.67,3.26,-0.42
"2020-09-14 05:00:20",2211,22.06,0.107,0.05,0.07,8.04,343.1,101.5,8.86,41.61,3.25,-0.42
"2020-09-14 06:00:20",2212,22.07,0.107,0.05,0.07,8.03,343.5,101.6,8.87,46.92,3.3,-0.4
"2020-09-14 07:00:20",2213,22.07,0.107,0.05,0.07,8.03,341.2,101.8,8.89,43.91,3.29,-0.4
"2020-09-14 08:00:20",2214,22.08,0.107,0.05,0.07,8.05,340,102.2,8.92,39.41,3.19,-0.41
"2020-09-14 09:00:20",2215,22.09,0.107,0.05,0.07,8.07,338.2,102.7,8.96,35.63,3.16,-0.41
"2020-09-14 10:00:20",2216,22.09,0.107,0.05,0.07,8.05,335.7,103,8.99,41.85,3.21,-0.41
"2020-09-14 11:00:20",2217,22.11,0.107,0.05,0.07,8.04,335.8,103.4,9.02,41.23,3.12,-0.42
"2020-09-14 12:00:20",2218,22.14,0.107,0.05,0.07,8.05,332.8,103.8,9.05,42.4,3.15,-0.4
"2020-09-14 13:00:20",2219,22.15,0.107,0.05,0.07,8.04,331.6,104.1,9.07,37.57,3.15,-0.44
"2020-09-14 14:00:20",2220,22.17,0.107,0.05,0.07,8.06,328,104.2,9.08,43.8,3.12,-0.43
"2020-09-14 15:00:20",2221,22.18,0.107,0.05,0.07,8.06,325.9,104.2,9.08,42.13,3.18,-0.43
"2020-09-14 16:00:20",2222,22.19,0.107,0.05,0.07,8.05,316.3,104.2,9.08,47.95,3.15,-0.4
"2020-09-14 17:00:20",2223,22.19,0.107,0.05,0.07,8.04,318.7,104.1,9.07,41.05,3.14,-0.41
"2020-09-14 18:00:20",2224,22.19,0.108,0.05,0.07,8.03,321.4,104.3,9.08,43.86,3.2,-0.41
"2020-09-14 19:00:20",2225,22.17,0.108,0.05,0.07,8.02,323.6,104.1,9.07,46.57,3.23,-0.41
"2020-09-14 20:00:20",2226,22.16,0.108,0.05,0.07,8.04,323.5,104,9.06,45.21,3.2,-0.41
"2020-09-14 21:00:20",2227,22.15,0.107,0.05,0.07,8.05,321.6,104,9.06,50.97,3.19,-0.41
"2020-09-14 22:00:20",2228,22.15,0.107,0.05,0.07,8.05,323,103.9,9.06,51.91,3.15,-0.38
"2020-09-14 23:00:20",2229,22.14,0.108,0.05,0.07,8.04,324.6,103.9,9.06,51.5,3.1,-0.43
"2020-09-15 00:00:20",2230,22.14,0.108,0.05,0.07,8.04,325.3,103.8,9.05,49.73,3.26,-0.4
"2020-09-15 01:00:20",2231,22.13,0.108,0.05,0.07,8.04,325.4,103.9,9.06,48.04,3.15,-0.41
"2020-09-15 02:00:20",2232,22.13,0.108,0.05,0.07,8.04,324.9,103.7,9.04,51.34,3.17,-0.4
"2020-09-15 03:00:20",2233,22.12,0.108,0.05,0.07,8.05,327.1,103.7,9.05,55.06,3.16,-0.36
"2020-09-15 04:00:20",2234,22.11,0.108,0.05,0.07,8.04,328.6,103.7,9.05,47.55,3.22,-0.38
"2020-09-15 05:00:20",2235,22.11,0.108,0.05,0.07,8.03,324.8,103.8,9.05,45.07,3.2,-0.41
"2020-09-15 06:00:20",2236,22.1,0.108,0.05,0.07,8.03,327.2,103.8,9.06,48.54,3.22,-0.41
"2020-09-15 07:00:20",2237,22.1,0.108,0.05,0.07,8.02,331.8,104,9.07,53.29,3.2,-0.38
"2020-09-15 08:00:20",2238,22.09,0.108,0.05,0.07,8.03,327.2,104,9.07,39.42,3.19,-0.43
"2020-09-15 09:00:20",2239,22.09,0.108,0.05,0.07,8.04,328.5,104.1,9.08,48.44,3.16,-0.39
"2020-09-15 10:00:20",2240,22.09,0.108,0.05,0.07,8.04,327,104.3,9.1,47.89,3.07,-0.36
"2020-09-15 11:00:20",2241,22.1,0.107,0.05,0.07,8.03,325.9,104.2,9.09,45.61,3.1,-0.41
"2020-09-15 12:00:20",2242,22.16,0.107,0.05,0.07,8.02,324,104.3,9.09,44.75,3.12,-0.4
"2020-09-15 13:00:20",2243,22.2,0.107,0.05,0.07,8.03,319.6,104.5,9.1,42.21,3.17,-0.42
"2020-09-15 14:00:20",2244,22.19,0.107,0.05,0.07,8.03,320.2,104.7,9.12,52.54,3.12,-0.43
"2020-09-15 15:00:20",2245,22.17,0.107,0.05,0.07,8.04,320.9,104.5,9.11,53.08,3.11,-0.46
"2020-09-15 16:00:20",2246,22.14,0.107,0.05,0.07,8.04,322,104.5,9.11,55.49,3.18,-0.4
"2020-09-15 17:00:20",2247,22.12,0.107,0.05,0.07,8.03,324.1,104.5,9.11,45.46,3.12,-0.44
"2020-09-15 18:00:20",2248,22.13,0.107,0.05,0.07,8.03,324.4,104.5,9.11,59.07,3.19,-0.41
"2020-09-15 19:00:20",2249,22.13,0.107,0.05,0.07,8.03,323.6,104.4,9.1,43.9,3.27,-0.4
"2020-09-15 20:00:20",2250,22.14,0.107,0.05,0.07,8.03,322.1,104.4,9.1,44.16,3.27,-0.41
"2020-09-15 21:00:20",2251,22.13,0.107,0.05,0.07,8.04,311.8,104.5,9.11,43.15,3.13,-0.39
"2020-09-15 22:00:20",2252,22.13,0.107,0.05,0.07,8.05,316.3,104.4,9.11,53.27,3.31,-0.41
"2020-09-15 23:00:20",2253,22.13,0.107,0.05,0.07,8.04,321,104.5,9.12,47.22,3.19,-0.43
"2020-09-16 00:00:20",2254,22.13,0.107,0.05,0.07,8.04,320.6,104.6,9.12,49.91,3.07,-0.39
"2020-09-16 01:00:20",2255,22.12,0.107,0.05,0.07,8.02,320.8,104.6,9.12,49.86,3.26,-0.41
"2020-09-16 02:00:20",2256,22.11,0.107,0.05,0.07,8.04,320,104.7,9.13,59.06,3.22,-0.4
"2020-09-16 03:00:20",2257,22.08,0.107,0.05,0.07,8.04,320.2,104.5,9.12,47.67,3.23,-0.42
"2020-09-16 04:00:20",2258,22.06,0.107,0.05,0.07,8.04,320.9,104.7,9.14,53.02,3.12,-0.4
"2020-09-16 05:00:20",2259,22.05,0.107,0.05,0.07,8.04,319.2,104.6,9.14,56.97,3.24,-0.38
"2020-09-16 06:00:20",2260,22.04,0.107,0.05,0.07,8.04,317.6,104.7,9.15,59.7,3.22,-0.39
"2020-09-16 07:00:20",2261,22.04,0.107,0.05,0.07,8.02,319,104.8,9.16,55.31,3.2,-0.36
"2020-09-16 08:00:20",2262,22.04,0.107,0.05,0.07,8.04,316.7,105.1,9.18,56.06,3.19,-0.34
"2020-09-16 09:00:20",2263,22.04,0.107,0.05,0.07,8.05,318.7,105.5,9.22,59.05,3.26,-0.35
"2020-09-16 10:00:20",2264,22.04,0.107,0.05,0.07,8.06,318.8,105.7,9.23,54.99,3.08,-0.34
"2020-09-16 11:00:20",2265,22.05,0.107,0.05,0.07,8.05,317.8,106.1,9.27,54.23,3.11,-0.36
"2020-09-16 12:00:20",2266,22.05,0.108,0.05,0.07,8.05,319.6,106.6,9.31,61.42,3.13,-0.36
"2020-09-16 13:00:20",2267,22.06,0.108,0.05,0.07,8.07,318.2,107.1,9.35,61.62,3.08,-0.33
"2020-09-16 14:00:20",2268,22.07,0.108,0.05,0.07,8.07,313.8,107.7,9.41,61.95,3.14,-0.41
"2020-09-16 15:00:20",2269,22.09,0.108,0.05,0.07,8.08,314.8,108.3,9.45,54.61,3.13,-0.36
"2020-09-16 16:00:20",2270,22.1,0.108,0.05,0.07,8.08,312.9,108.6,9.48,59.45,3.15,-0.35
"2020-09-16 17:00:20",2271,22.1,0.108,0.05,0.07,8.07,313.9,108.9,9.5,63.05,3.07,-0.37
"2020-09-16 18:00:20",2272,22.09,0.108,0.05,0.07,8.07,316.4,109.1,9.52,60.34,3.11,-0.39
"2020-09-16 19:00:20",2273,22.07,0.108,0.05,0.07,8.06,319.8,109.1,9.52,63.05,3.31,-0.36
"2020-09-16 20:00:20",2274,22.05,0.108,0.05,0.07,8.07,320.8,109,9.52,57.24,3.17,-0.38
"2020-09-16 21:00:20",2275,22.03,0.108,0.05,0.07,8.08,322.2,108.9,9.51,64.79,3.29,-0.35
"2020-09-16 22:00:20",2276,22.01,0.108,0.05,0.07,8.08,324.4,109,9.53,63.6,3.26,-0.37
"2020-09-16 23:00:20",2277,22,0.108,0.05,0.07,8.07,326.4,108.9,9.52,63,3.27,-0.33
"2020-09-17 00:00:20",2278,21.98,0.108,0.05,0.07,8.05,325.9,108.8,9.52,75.9,3.25,-0.3
"2020-09-17 01:00:20",2279,21.97,0.108,0.05,0.07,8.07,324.5,109.1,9.54,66.08,3.26,-0.33
"2020-09-17 02:00:20",2280,21.96,0.108,0.05,0.07,8.07,319,109,9.53,65.14,3.31,-0.34
"2020-09-17 03:00:20",2281,21.96,0.108,0.05,0.07,8.08,323.5,109.3,9.56,65.38,3.31,-0.33
"2020-09-17 04:00:20",2282,21.96,0.108,0.05,0.07,8.08,323,109.4,9.57,55.73,3.28,-0.33
"2020-09-17 05:00:20",2283,21.96,0.108,0.05,0.07,8.08,322.7,109.6,9.58,57.06,3.3,-0.35
"2020-09-17 06:00:20",2284,21.95,0.108,0.05,0.07,8.09,320.4,109.9,9.61,62.75,3.24,-0.3
"2020-09-17 07:00:20",2285,21.94,0.108,0.05,0.07,8.06,317.6,109.6,9.59,60.14,3.26,-0.34
"2020-09-17 08:00:20",2286,21.92,0.108,0.05,0.07,8.08,315.5,110,9.63,64.78,3.29,-0.3
"2020-09-17 09:00:20",2287,21.91,0.108,0.05,0.07,8.07,319.8,109.9,9.63,62.56,3.25,-0.32
"2020-09-17 10:00:20",2288,21.9,0.108,0.05,0.07,8.09,314.9,109.8,9.62,79.22,3.21,-0.31
"2020-09-17 11:00:20",2289,21.88,0.107,0.05,0.07,8.09,315.3,110,9.64,80.8,3.26,-0.33
"2020-09-17 12:00:20",2290,21.87,0.107,0.05,0.07,8.08,317,109.7,9.61,64.09,3.25,-0.29
"2020-09-17 13:00:20",2291,21.86,0.107,0.05,0.07,8.08,315.9,110.2,9.66,78.75,3.22,-0.32
"2020-09-17 14:00:20",2292,21.86,0.107,0.05,0.07,8.09,313.2,109.9,9.64,63.2,3.23,-0.34
"2020-09-17 15:00:20",2293,21.85,0.107,0.05,0.07,8.09,314.4,110.3,9.67,75.97,3.4,-0.3
"2020-09-17 16:00:20",2294,21.84,0.107,0.05,0.07,8.09,314.8,110.1,9.66,65.29,3.2,-0.34
"2020-09-17 17:00:20",2295,21.82,0.107,0.05,0.07,8.09,312.1,110.3,9.67,60.28,3.22,-0.33
"2020-09-17 18:00:20",2296,21.8,0.107,0.05,0.07,8.08,315.5,110.4,9.68,67.48,3.24,-0.33
"2020-09-17 19:00:20",2297,21.78,0.107,0.05,0.07,8.08,318.2,110.3,9.68,68.5,3.24,-0.26
"2020-09-17 20:00:20",2298,21.76,0.107,0.05,0.07,8.08,319.2,110.6,9.71,73.34,3.34,-0.28
"2020-09-17 21:00:20",2299,21.76,0.107,0.05,0.07,8.09,319,110.6,9.72,68.11,3.29,-0.29
"2020-09-17 22:00:20",2300,21.75,0.107,0.05,0.07,8.1,318.1,110.4,9.7,67.95,3.36,-0.29
"2020-09-17 23:00:20",2301,21.75,0.107,0.05,0.07,8.06,322.1,110.4,9.7,78.18,3.31,-0.27
"2020-09-18 00:00:20",2302,21.75,0.107,0.05,0.07,8.08,322.3,110.5,9.71,73.21,3.17,-0.31
"2020-09-18 01:00:20",2303,21.74,0.107,0.05,0.07,8.07,324.6,110.7,9.72,79.04,3.42,-0.28
"2020-09-18 02:00:20",2304,21.74,0.107,0.05,0.07,8.09,324.2,110.7,9.73,72.1,3.28,-0.29
"2020-09-18 03:00:20",2305,21.73,0.107,0.05,0.07,8.1,324.4,110.9,9.74,67.18,3.31,-0.3
"2020-09-18 04:00:20",2306,21.73,0.107,0.05,0.07,8.09,326.8,111.1,9.77,66.2,3.37,-0.28
"2020-09-18 05:00:20",2307,21.72,0.107,0.05,0.07,8.1,328.5,111.1,9.76,66.36,3.37,-0.28
"2020-09-18 06:00:20",2308,21.71,0.107,0.05,0.07,8.09,330.3,111.2,9.78,77.43,3.35,-0.23
"2020-09-18 07:00:20",2309,21.7,0.107,0.05,0.07,8.09,331.4,111.2,9.77,75.69,3.27,-0.25
"2020-09-18 08:00:20",2310,21.7,0.107,0.05,0.07,8.1,330.8,111.1,9.77,80.3,3.34,-0.28
"2020-09-18 09:00:20",2311,21.72,0.107,0.05,0.07,8.11,327.1,111.4,9.79,81.4,3.29,-0.29
"2020-09-18 10:00:20",2312,21.75,0.107,0.05,0.07,8.09,320.9,111.4,9.79,88,3.33,-0.24
"2020-09-18 11:00:20",2313,21.8,0.107,0.05,0.07,8.11,316.9,111.7,9.8,101.5,3.39,-0.28
"2020-09-18 12:00:20",2314,21.84,0.107,0.05,0.07,8.08,316,112,9.82,72.92,3.23,-0.27
"2020-09-18 13:00:20",2315,21.89,0.107,0.05,0.07,8.08,312.9,112,9.81,89,3.25,-0.28
"2020-09-18 14:00:20",2316,21.89,0.107,0.05,0.07,8.1,307.7,112.1,9.82,83,3.39,-0.25
"2020-09-18 15:00:20",2317,21.87,0.107,0.05,0.07,8.08,312.3,112,9.81,91.3,3.18,-0.29
"2020-09-18 16:00:20",2318,21.86,0.107,0.05,0.07,8.08,311.7,111.9,9.81,84.6,3.28,-0.25
"2020-09-18 17:00:20",2319,21.85,0.107,0.05,0.07,8.08,311.1,111.7,9.79,85.6,3.26,-0.25
"2020-09-18 18:00:20",2320,21.8,0.107,0.05,0.07,8.08,308.5,111.6,9.8,85.6,3.31,-0.22
"2020-09-18 19:00:20",2321,21.76,0.107,0.05,0.07,8.08,309.5,111.7,9.81,78.78,3.22,-0.25
"2020-09-18 20:00:20",2322,21.72,0.107,0.05,0.07,8.08,310,111.7,9.81,86.1,3.36,-0.27
"2020-09-18 21:00:20",2323,21.71,0.107,0.05,0.07,8.08,315.4,111.8,9.83,80.3,3.38,-0.22
"2020-09-18 22:00:20",2324,21.7,0.107,0.05,0.07,8.07,318.8,111.6,9.81,84.1,3.3,-0.19
"2020-09-18 23:00:20",2325,21.7,0.107,0.05,0.07,8.08,321.9,111.7,9.82,76.55,3.39,-0.2
"2020-09-19 00:00:20",2326,21.7,0.107,0.05,0.07,8.08,324.2,111.6,9.81,75.89,3.31,-0.25
"2020-09-19 01:00:20",2327,21.7,0.107,0.05,0.07,8.09,326.7,111.7,9.82,76.03,3.52,-0.24
"2020-09-19 02:00:20",2328,21.7,0.107,0.05,0.07,8.1,328.9,112,9.85,74.09,3.3,-0.25
"2020-09-19 03:00:20",2329,21.7,0.107,0.05,0.07,8.09,326,112.1,9.86,78.67,3.39,-0.22
"2020-09-19 04:00:20",2330,21.69,0.107,0.05,0.07,8.1,328.6,112.1,9.86,81.1,3.32,-0.25
"2020-09-19 05:00:20",2331,21.68,0.106,0.05,0.07,8.08,331.3,112.3,9.88,79.07,3.38,-0.25
"2020-09-19 06:00:20",2332,21.67,0.106,0.05,0.07,8.09,332.4,112.4,9.89,79.02,3.32,-0.25
"2020-09-19 07:00:20",2333,21.67,0.106,0.05,0.07,8.09,333.8,112.4,9.89,79.98,3.41,-0.23
"2020-09-19 08:00:20",2334,21.68,0.106,0.05,0.07,8.1,331.6,112.3,9.87,85.7,3.36,-0.23
"2020-09-19 09:00:20",2335,21.71,0.106,0.05,0.07,8.09,330.4,112.3,9.87,76.75,3.27,-0.24
"2020-09-19 10:00:20",2336,21.75,0.106,0.05,0.07,8.09,327.8,112.3,9.86,71.81,3.35,-0.27
"2020-09-19 11:00:20",2337,21.84,0.106,0.05,0.07,8.08,324.9,112.4,9.85,83.9,3.29,-0.27
"2020-09-19 12:00:20",2338,21.93,0.107,0.05,0.07,8.08,321.2,112.6,9.86,82.7,3.27,-0.26
"2020-09-19 13:00:20",2339,21.99,0.107,0.05,0.07,8.07,318,112.8,9.86,84.5,3.3,-0.27
"2020-09-19 14:00:20",2340,22.02,0.107,0.05,0.07,8.08,316.5,112.7,9.85,77.7,3.29,-0.3
"2020-09-19 15:00:20",2341,22.02,0.106,0.05,0.07,8.08,316.8,112.4,9.82,77.17,3.35,-0.29
"2020-09-19 16:00:20",2342,22,0.106,0.05,0.07,8.08,317.3,112.4,9.83,76.68,3.29,-0.24
"2020-09-19 17:00:20",2343,21.94,0.106,0.05,0.07,8.05,320.3,112.2,9.82,80.6,3.31,-0.31
"2020-09-19 18:00:20",2344,21.91,0.106,0.05,0.07,8.08,322.2,112.2,9.82,82,3.29,-0.27
"2020-09-19 19:00:20",2345,21.9,0.106,0.05,0.07,8.08,325.6,112.2,9.83,82.2,3.33,-0.3
"2020-09-19 20:00:20",2346,21.88,0.106,0.05,0.07,8.08,324.8,112.1,9.82,79.5,3.36,-0.31
"2020-09-19 21:00:20",2347,21.88,0.106,0.05,0.07,8.09,327.6,112,9.81,72.93,3.32,-0.3
"2020-09-19 22:00:20",2348,21.88,0.106,0.05,0.07,8.08,322.7,112,9.81,71.76,3.26,-0.31
"2020-09-19 23:00:20",2349,21.88,0.106,0.05,0.07,8.08,323.5,112.1,9.82,81.7,3.23,-0.34
"2020-09-20 00:00:20",2350,21.88,0.106,0.05,0.07,8.08,321.7,112.2,9.83,70.03,3.31,-0.32
"2020-09-20 01:00:20",2351,21.88,0.106,0.05,0.07,8.09,321.7,112.3,9.84,66.89,3.13,-0.33
"2020-09-20 02:00:20",2352,21.87,0.106,0.05,0.07,8.09,323.7,112.2,9.83,63.79,3.25,-0.32
"2020-09-20 03:00:20",2353,21.87,0.106,0.05,0.07,8.1,322,112.2,9.83,56.69,3.12,-0.3
"2020-09-20 04:00:20",2354,21.87,0.106,0.05,0.07,8.08,323.5,112.1,9.82,62.77,3.22,-0.32
"2020-09-20 05:00:20",2355,21.87,0.106,0.05,0.07,8.08,324,112,9.81,56.04,3.18,-0.35
"2020-09-20 06:00:20",2356,21.86,0.106,0.05,0.07,8.09,324,112.1,9.83,64.09,3.18,-0.27
"2020-09-20 07:00:20",2357,21.86,0.106,0.05,0.07,8.09,322.3,111.8,9.8,60.98,3.17,-0.34
"2020-09-20 08:00:20",2358,21.86,0.106,0.05,0.07,8.1,319.2,111.9,9.81,66.29,3.21,-0.32
"2020-09-20 09:00:20",2359,21.87,0.106,0.05,0.07,8.1,322.9,111.6,9.78,64.75,3.08,-0.34
"2020-09-20 10:00:20",2360,21.88,0.106,0.05,0.07,8.11,322.1,111.6,9.78,69.34,3.17,-0.32
"2020-09-20 11:00:20",2361,21.91,0.106,0.05,0.07,8.1,318.8,111.5,9.77,69.02,3.1,-0.34
"2020-09-20 12:00:20",2362,21.93,0.106,0.05,0.07,8.11,318.8,111.6,9.77,60.71,3.09,-0.32
"2020-09-20 13:00:20",2363,21.96,0.106,0.05,0.07,8.09,318.9,111.4,9.75,64.01,3.15,-0.32
"2020-09-20 14:00:20",2364,21.98,0.107,0.05,0.07,8.1,317.8,111.4,9.74,72.06,3.17,-0.34
"2020-09-20 15:00:20",2365,21.98,0.107,0.05,0.07,8.12,314.4,111.4,9.74,57.84,3.08,-0.35
"2020-09-20 16:00:20",2366,21.96,0.107,0.05,0.07,8.1,314.9,111.2,9.73,70.3,3.03,-0.34
"2020-09-20 17:00:20",2367,21.93,0.107,0.05,0.07,8.11,315.3,110.8,9.7,61.14,3.15,-0.34
"2020-09-20 18:00:20",2368,21.9,0.107,0.05,0.07,8.08,315.9,110.6,9.69,65.54,3.14,-0.31
"2020-09-20 19:00:20",2369,21.88,0.107,0.05,0.07,8.09,317.9,110.3,9.67,72.77,3.21,-0.31
"2020-09-20 20:00:20",2370,21.86,0.107,0.05,0.07,8.09,319.2,109.8,9.63,69.53,3.19,-0.3
"2020-09-20 21:00:20",2371,21.83,0.107,0.05,0.07,8.09,312.5,109.5,9.61,67.82,3.15,-0.31
"2020-09-20 22:00:20",2372,21.8,0.107,0.05,0.07,8.09,317.9,109.3,9.59,56.5,3.16,-0.32
"2020-09-20 23:00:20",2373,21.77,0.107,0.05,0.07,8.09,317.3,109.1,9.58,56.51,3.13,-0.31
"2020-09-21 00:00:20",2374,21.74,0.107,0.05,0.07,8.08,320.3,108.7,9.55,61.28,3.25,-0.29
"2020-09-21 01:00:20",2375,21.72,0.107,0.05,0.07,8.08,322.5,108.6,9.54,62.76,3.16,-0.28
"2020-09-21 02:00:20",2376,21.69,0.106,0.05,0.07,8.09,325,108.4,9.53,75.12,3.12,-0.3
