"TOA5","1","CR1000X","5122","CR1000X.Std.03.02","CPU:TDG_191227_Enc.CR1X","49734","FWS"
"TIMESTAMP","RECORD","AirTemp","Humidity","Baro","Lat_deg","Lat_min","Long_deg","Long_min"
"TS","RN","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-08-10 00:02:00",1360,25.2,99.1,974,29,0.885,105,50.99
"2020-08-10 01:02:00",1361,25.5,94.3,974,29,0.886,105,50.99
"2020-08-10 02:02:00",1362,24.8,94.5,974,29,0.887,105,50.99
"2020-08-10 03:02:00",1363,24.1,94.7,974,29,0.887,105,50.99
"2020-08-10 04:02:00",1364,24.1,94.8,974,29,0.885,105,50.99
"2020-08-10 05:02:00",1365,23.8,95,974,29,0.885,105,50.99
"2020-08-10 06:02:00",1366,23.8,95.2,975,29,0.886,105,50.99
"2020-08-10 07:02:00",1367,24.1,95.3,975,29,0.886,105,50.99
"2020-08-10 08:02:00",1368,24.8,95.5,975,29,0.886,105,50.99
"2020-08-10 09:02:00",1369,27.8,85.9,976,29,0.887,105,50.99
"2020-08-10 10:02:00",1370,28.9,80.5,976,29,0.885,105,50.99
"2020-08-10 11:02:00",1371,31.2,72.4,975,29,0.885,105,50.99
"2020-08-10 12:02:00",1372,31.2,71.8,975,29,0.886,105,50.99
"2020-08-10 13:02:00",1373,32.2,67.3,975,29,0.886,105,50.99
"2020-08-10 14:02:00",1374,33.1,60.9,974,29,0.886,105,50.99
"2020-08-10 15:02:00",1375,33.8,58.9,973,29,0.886,105,50.99
"2020-08-10 16:02:00",1376,34.2,56.1,972,29,0.885,105,50.99
"2020-08-10 17:02:00",1377,33.4,58.5,971,29,0.886,105,50.99
"2020-08-10 18:02:00",1378,32.5,61.6,971,29,0.886,105,50.99
"2020-08-10 19:02:00",1379,30.7,72.7,971,29,0.885,105,51
"2020-08-10 20:02:00",1380,27.7,88.7,971,29,0.885,105,51
"2020-08-10 21:02:00",1381,26.4,90.1,972,29,0.884,105,50.99
"2020-08-10 22:02:00",1382,25.5,95.3,973,29,0.885,105,50.99
"2020-08-10 23:02:00",1383,25.3,99,973,29,0.885,105,50.99
"2020-08-11 00:02:00",1384,25.1,98.7,973,29,0.886,105,50.99
"2020-08-11 01:02:00",1385,25.1,94.1,973,29,0.887,105,50.99
"2020-08-11 02:02:00",1386,25,94.4,972,29,0.886,105,50.99
"2020-08-11 03:02:00",1387,24.8,94.6,972,29,0.885,105,50.99
"2020-08-11 04:02:00",1388,24.3,94.8,972,29,0.885,105,50.99
"2020-08-11 05:02:00",1389,24.6,90.1,972,29,0.886,105,50.99
"2020-08-11 06:02:00",1390,25,95.2,972,29,0.886,105,50.99
"2020-08-11 07:02:00",1391,25,95.2,972,29,0.886,105,50.99
"2020-08-11 08:02:00",1392,26,95.6,973,29,0.886,105,51
"2020-08-11 09:02:00",1393,26.4,93.3,973,29,0.885,105,51
"2020-08-11 10:02:00",1394,27.1,87.9,972,29,0.885,105,51
"2020-08-11 11:02:00",1395,28.9,79.9,972,29,0.886,105,51
"2020-08-11 12:02:00",1396,29.9,76.1,972,29,0.886,105,51
"2020-08-11 13:02:00",1397,30.6,72.6,971,29,0.886,105,51
"2020-08-11 14:02:00",1398,32.1,67.2,971,29,0.886,105,51
"2020-08-11 15:02:00",1399,33.7,60,970,29,0.885,105,51
"2020-08-11 16:02:00",1400,34.2,58.6,970,29,0.886,105,51
"2020-08-11 17:02:00",1401,33,62.8,970,29,0.886,105,51
"2020-08-11 18:02:00",1402,31.8,70.5,970,29,0.887,105,51
"2020-08-11 19:02:00",1403,31.4,71.9,970,29,0.885,105,51
"2020-08-11 20:02:00",1404,31.4,72.3,970,29,0.885,105,51
"2020-08-11 21:02:00",1405,29.6,79.1,971,29,0.884,105,51
"2020-08-11 22:02:00",1406,28.8,81.5,972,29,0.886,105,51
"2020-08-11 23:02:00",1407,28,84.9,972,29,0.887,105,51
"2020-08-12 00:02:00",1408,26.1,93.9,972,29,0.887,105,51
"2020-08-12 01:02:00",1409,25.6,95.7,973,29,0.886,105,51
"2020-08-12 02:02:00",1410,27.1,94.2,973,29,0.885,105,51
"2020-08-12 03:02:00",1411,26.4,94.9,973,29,0.885,105,51
"2020-08-12 04:02:00",1412,26,94.6,973,29,0.886,105,51
"2020-08-12 05:02:00",1413,25.3,95,973,29,0.886,105,51
"2020-08-12 06:02:00",1414,24.8,95.2,974,29,0.886,105,51
"2020-08-12 07:02:00",1415,24.6,99.1,974,29,0.885,105,51
"2020-08-12 08:02:00",1416,26.3,95.5,974,29,0.886,105,51
"2020-08-12 09:02:00",1417,28.3,83.6,975,29,0.886,105,51
"2020-08-12 10:02:00",1418,28.4,83.3,975,29,0.886,105,51
"2020-08-12 11:02:00",1419,29.9,76.6,975,29,0.885,105,50.99
"2020-08-12 12:02:00",1420,29.1,77.8,974,29,0.885,105,50.99
"2020-08-12 13:02:00",1421,29.9,76.6,974,29,0.885,105,50.99
"2020-08-12 14:02:00",1422,31.9,70.7,974,29,0.885,105,50.99
"2020-08-12 15:02:00",1423,31.2,70,973,29,0.885,105,50.99
"2020-08-12 16:02:00",1424,30.9,72.1,973,29,0.886,105,51
"2020-08-12 17:02:00",1425,30,78.3,973,29,0.886,105,51
"2020-08-12 18:02:00",1426,28.6,82.9,973,29,0.886,105,51
"2020-08-12 19:02:00",1427,29.9,82.6,974,29,0.885,105,50.99
"2020-08-12 20:02:00",1428,28.3,86,975,29,0.885,105,50.99
"2020-08-12 21:02:00",1429,28.9,83.9,976,29,0.885,105,50.99
"2020-08-12 22:02:00",1430,27.4,89,976,29,0.888,105,50.99
"2020-08-12 23:02:00",1431,28.4,85.3,977,29,0.887,105,50.99
"2020-08-13 00:02:00",1432,28.1,86.2,977,29,0.886,105,50.99
"2020-08-13 01:02:00",1433,27.1,88.2,978,29,0.885,105,50.99
"2020-08-13 02:02:00",1434,26.8,88,978,29,0.885,105,50.99
"2020-08-13 03:02:00",1435,26.3,90.1,978,29,0.886,105,50.99
"2020-08-13 04:02:00",1436,25.5,94.9,978,29,0.886,105,50.99
"2020-08-13 05:02:00",1437,24.3,98.1,977,29,0.886,105,50.99
"2020-08-13 06:02:00",1438,23.5,95.2,978,29,0.885,105,50.99
"2020-08-13 07:02:00",1439,23.8,95.2,979,29,0.884,105,50.99
"2020-08-13 08:02:00",1440,22.7,95.4,979,29,0.886,105,50.99
"2020-08-13 09:02:00",1441,22.5,95.7,980,29,0.885,105,50.99
"2020-08-13 10:02:00",1442,21.8,95.7,981,29,0.884,105,50.99
"2020-08-13 11:02:00",1443,22.2,95.9,981,29,0.882,105,50.99
"2020-08-13 12:02:00",1444,22.7,96.2,981,29,0.883,105,50.99
"2020-08-13 13:02:00",1445,25,88.2,980,29,0.884,105,50.99
"2020-08-13 14:02:00",1446,25.5,85.1,980,29,0.886,105,50.98
"2020-08-13 15:02:00",1447,25.8,85,979,29,0.886,105,50.98
"2020-08-13 16:02:00",1448,27.9,75.3,978,29,0.884,105,50.98
"2020-08-13 17:02:00",1449,26.9,80.4,978,29,0.885,105,50.98
"2020-08-13 18:02:00",1450,28.1,76.8,977,29,0.885,105,50.98
"2020-08-13 19:02:00",1451,26.6,82.8,977,29,0.885,105,50.98
"2020-08-13 20:02:00",1452,24.6,94.3,978,29,0.885,105,50.98
"2020-08-13 21:02:00",1453,24,98.6,978,29,0.885,105,50.98
"2020-08-13 22:02:00",1454,24.5,97.8,979,29,0.885,105,50.98
"2020-08-13 23:02:00",1455,23.3,90.1,979,29,0.885,105,50.98
"2020-08-14 00:02:00",1456,23.3,94.1,979,29,0.884,105,50.98
"2020-08-14 01:02:00",1457,23.3,94.2,979,29,0.885,105,50.98
"2020-08-14 02:02:00",1458,23.3,94.4,978,29,0.885,105,50.98
"2020-08-14 03:02:00",1459,23.3,94.6,978,29,0.885,105,50.99
"2020-08-14 04:02:00",1460,23.3,94.7,977,29,0.884,105,50.98
"2020-08-14 05:02:00",1461,23.3,94.9,977,29,0.883,105,50.98
"2020-08-14 06:02:00",1462,23.3,95.2,977,29,0.884,105,50.98
"2020-08-14 07:02:00",1463,23.5,95.2,977,29,0.884,105,50.98
"2020-08-14 08:02:00",1464,25,95.8,977,29,0.885,105,50.98
"2020-08-14 09:02:00",1465,25.6,92.2,977,29,0.885,105,50.98
"2020-08-14 10:02:00",1466,26.6,87.8,976,29,0.884,105,50.98
"2020-08-14 11:02:00",1467,27.6,85.7,976,29,0.883,105,50.98
"2020-08-14 12:02:00",1468,29.3,78.6,975,29,0.884,105,50.98
"2020-08-14 13:02:00",1469,31.7,63.9,974,29,0.885,105,50.98
"2020-08-14 14:02:00",1470,31.9,63.4,973,29,0.885,105,50.99
"2020-08-14 15:02:00",1471,32.6,60,972,29,0.884,105,50.99
"2020-08-14 16:02:00",1472,33,58,971,29,0.885,105,50.99
"2020-08-14 17:02:00",1473,36.3,43.8,970,29,0.885,105,50.98
"2020-08-14 18:02:00",1474,35.9,45.7,970,29,0.886,105,50.98
"2020-08-14 19:02:00",1475,30.9,64.9,970,29,0.885,105,50.98
"2020-08-14 20:02:00",1476,27.9,81.5,971,29,0.885,105,50.98
"2020-08-14 21:02:00",1477,26.9,88.6,972,29,0.883,105,50.98
"2020-08-14 22:02:00",1478,26,92,973,29,0.884,105,50.98
"2020-08-14 23:02:00",1479,25.9,91.9,973,29,0.885,105,50.98
"2020-08-15 00:02:00",1480,25,98.1,974,29,0.885,105,50.98
"2020-08-15 01:02:00",1481,25.3,96.7,974,29,0.885,105,50.98
"2020-08-15 02:02:00",1482,25,99.1,973,29,0.885,105,50.98
"2020-08-15 03:02:00",1483,24.5,94.7,973,29,0.884,105,50.98
"2020-08-15 04:02:00",1484,24.3,94.6,973,29,0.883,105,50.98
"2020-08-15 05:02:00",1485,24.3,95,973,29,0.885,105,50.99
"2020-08-15 06:02:00",1486,24.1,95.1,973,29,0.885,105,50.98
"2020-08-15 07:02:00",1487,24.1,95.9,974,29,0.884,105,50.98
"2020-08-15 08:02:00",1488,26.3,94.6,974,29,0.885,105,50.98
"2020-08-15 09:02:00",1489,27.3,87.5,974,29,0.885,105,50.98
"2020-08-15 10:02:00",1490,28.8,82.8,974,29,0.885,105,50.98
"2020-08-15 11:02:00",1491,29.5,78.1,974,29,0.885,105,50.98
"2020-08-15 12:02:00",1492,30.2,75.4,974,29,0.886,105,50.98
"2020-08-15 13:02:00",1493,31.6,66.1,973,29,0.885,105,50.98
"2020-08-15 14:02:00",1494,33.7,57,973,29,0.885,105,50.99
"2020-08-15 15:02:00",1495,31.1,66.8,972,29,0.884,105,50.99
"2020-08-15 16:02:00",1496,31.7,65,971,29,0.887,105,50.99
"2020-08-15 17:02:00",1497,29.9,73,971,29,0.887,105,50.99
"2020-08-15 18:02:00",1498,28.4,79.6,970,29,0.889,105,50.99
"2020-08-15 19:02:00",1499,26.6,91.4,971,29,0.885,105,50.99
"2020-08-15 20:02:00",1500,27.9,93.4,972,29,0.883,105,50.99
"2020-08-15 21:02:00",1501,28.3,88.6,973,29,0.882,105,50.99
"2020-08-15 22:02:00",1502,26.8,95.9,974,29,0.885,105,50.99
"2020-08-15 23:02:00",1503,26.8,96.1,975,29,0.886,105,50.99
"2020-08-16 00:02:00",1504,25.1,94.2,974,29,0.885,105,50.99
"2020-08-16 01:02:00",1505,24.3,94.2,974,29,0.884,105,50.99
"2020-08-16 02:02:00",1506,24.3,95.1,974,29,0.883,105,50.99
"2020-08-16 03:02:00",1507,24.3,94.6,973,29,0.883,105,50.99
"2020-08-16 04:02:00",1508,23.8,94.8,973,29,0.884,105,50.99
"2020-08-16 05:02:00",1509,24.3,95,973,29,0.884,105,50.99
"2020-08-16 06:02:00",1510,24.6,95.1,973,29,0.884,105,50.99
"2020-08-16 07:02:00",1511,23.9,95.2,973,29,0.884,105,50.99
"2020-08-16 08:02:00",1512,25.8,96.2,974,29,0.885,105,50.99
"2020-08-16 09:06:20",1513,26.9,82.3,974,29,0.885,105,50.99
"2020-08-16 10:02:00",1514,27.9,78.4,974,29,0.884,105,50.99
"2020-08-16 11:02:00",1515,29.6,69.4,974,29,0.884,105,50.99
"2020-08-16 12:02:00",1516,35.2,47.7,974,29,0.884,105,50.99
"2020-08-16 13:02:00",1517,32.7,55.1,974,29,0.883,105,50.99
"2020-08-16 14:02:00",1518,32.9,59.4,974,29,0.884,105,50.99
"2020-08-16 15:02:00",1519,31.4,63.3,973,29,0.884,105,50.99
"2020-08-16 16:02:00",1520,30.1,65.6,972,29,0.885,105,50.99
"2020-08-16 17:02:00",1521,27.9,77.5,972,29,0.885,105,50.99
"2020-08-16 18:02:00",1522,27.4,82.1,972,29,0.885,105,50.99
"2020-08-16 19:02:00",1523,26.1,90,973,29,0.883,105,50.99
"2020-08-16 20:02:00",1524,29.3,83.7,975,29,0.883,105,50.99
"2020-08-16 21:02:00",1525,28.4,84.7,976,29,0.883,105,50.99
"2020-08-16 22:02:00",1526,27.4,84.7,978,29,0.885,105,50.99
"2020-08-16 23:02:00",1527,26.3,86.2,978,29,0.885,105,50.99
"2020-08-17 00:02:00",1528,26,86.2,979,29,0.883,105,50.99
"2020-08-17 01:02:00",1529,24.8,92.1,978,29,0.883,105,50.99
"2020-08-17 02:02:00",1530,23.5,98.3,978,29,0.884,105,50.99
"2020-08-17 03:02:00",1531,23.5,94.7,978,29,0.885,105,50.99
"2020-08-17 04:02:00",1532,23.1,94.8,978,29,0.885,105,50.99
"2020-08-17 05:02:00",1533,23,95,978,29,0.883,105,50.99
"2020-08-17 06:02:00",1534,22.8,95.2,978,29,0.884,105,50.99
"2020-08-17 07:02:00",1535,22.8,95.2,979,29,0.885,105,50.99
"2020-08-17 08:02:00",1536,24,97.3,979,29,0.885,105,50.99
"2020-08-17 09:02:00",1537,24.8,92.4,979,29,0.885,105,50.99
"2020-08-17 10:02:00",1538,28.1,78,979,29,0.884,105,50.99
"2020-08-17 11:02:00",1539,28.3,76.7,979,29,0.884,105,50.99
"2020-08-17 12:02:00",1540,29.7,71.1,979,29,0.883,105,50.98
"2020-08-17 13:02:00",1541,30.1,66.2,979,29,0.886,105,50.99
"2020-08-17 14:02:00",1542,30.6,63.3,978,29,0.885,105,50.99
"2020-08-17 15:02:00",1543,29.3,68.6,977,29,0.885,105,50.99
"2020-08-17 16:02:00",1544,29.9,63.6,976,29,0.885,105,50.99
"2020-08-17 17:02:00",1545,30.5,65.1,976,29,0.884,105,50.98
"2020-08-17 18:02:00",1546,27.4,76.2,976,29,0.885,105,50.99
"2020-08-17 19:02:00",1547,25.9,84.1,976,29,0.883,105,50.99
"2020-08-17 20:02:00",1548,25.5,87.7,978,29,0.883,105,50.98
"2020-08-17 21:02:00",1549,24.6,95.5,979,29,0.882,105,50.98
"2020-08-17 22:02:00",1550,24.1,97,980,29,0.884,105,50.98
"2020-08-17 23:02:00",1551,24.3,96.7,980,29,0.884,105,50.98
"2020-08-18 00:02:00",1552,23.8,98.8,980,29,0.883,105,50.98
"2020-08-18 01:02:00",1553,23.6,94.2,981,29,0.884,105,50.98
"2020-08-18 02:02:00",1554,23.8,94.4,981,29,0.884,105,50.98
"2020-08-18 03:02:00",1555,24,94.6,981,29,0.884,105,50.98
"2020-08-18 04:02:00",1556,26,76.2,982,29,0.883,105,50.98
"2020-08-18 05:02:00",1557,25,77.9,982,29,0.883,105,50.98
"2020-08-18 06:02:00",1558,24.3,77.6,983,29,0.882,105,50.98
"2020-08-18 07:02:00",1559,23.5,77.8,984,29,0.883,105,50.98
"2020-08-18 08:02:00",1560,22.7,80.4,986,29,0.884,105,50.98
"2020-08-18 09:02:00",1561,22.5,81.3,987,29,0.884,105,50.98
"2020-08-18 10:02:00",1562,22.2,85.8,987,29,0.882,105,50.98
"2020-08-18 11:02:00",1563,20.7,96.7,988,29,0.882,105,50.98
"2020-08-18 12:02:00",1564,21.3,94.5,988,29,0.883,105,50.98
"2020-08-18 13:02:00",1565,21.3,92.5,988,29,0.884,105,50.98
"2020-08-18 14:02:00",1566,21.5,92.3,987,29,0.885,105,50.99
"2020-08-18 15:02:00",1567,22.2,86.9,987,29,0.885,105,50.98
"2020-08-18 16:02:00",1568,22.3,85.7,986,29,0.884,105,50.98
"2020-08-18 17:02:00",1569,21.8,88.4,986,29,0.884,105,50.98
"2020-08-18 18:02:00",1570,21.5,91.7,986,29,0.883,105,50.98
"2020-08-18 19:02:00",1571,20.7,95.7,986,29,0.884,105,50.98
"2020-08-18 20:02:00",1572,21,91.9,987,29,0.884,105,50.98
"2020-08-18 21:02:00",1573,21.2,92.2,987,29,0.882,105,50.98
"2020-08-18 22:02:00",1574,21.3,94.8,988,29,0.883,105,50.98
"2020-08-18 23:02:00",1575,21.2,93.9,988,29,0.886,105,50.98
"2020-08-19 00:02:00",1576,21.3,92.5,988,29,0.886,105,50.98
"2020-08-19 01:02:00",1577,21.3,91.9,987,29,0.885,105,50.98
"2020-08-19 02:02:00",1578,21.3,91.8,987,29,0.883,105,50.98
"2020-08-19 03:02:00",1579,21.1,96,986,29,0.884,105,50.98
"2020-08-19 04:02:00",1580,21,96.2,986,29,0.884,105,50.98
"2020-08-19 05:02:00",1581,20.7,98.7,986,29,0.884,105,50.98
"2020-08-19 06:02:00",1582,20.7,95.1,986,29,0.885,105,50.98
"2020-08-19 07:02:00",1583,20.8,97.8,986,29,0.887,105,50.98
"2020-08-19 08:02:00",1584,21.5,94.9,986,29,0.884,105,50.98
"2020-08-19 09:02:00",1585,22.2,89.9,986,29,0.884,105,50.98
"2020-08-19 10:02:00",1586,23,85.1,987,29,0.884,105,50.98
"2020-08-19 11:02:00",1587,24,83.8,987,29,0.885,105,50.98
"2020-08-19 12:02:00",1588,26.7,68.8,986,29,0.884,105,50.98
"2020-08-19 13:02:00",1589,28.3,61.8,985,29,0.884,105,50.98
"2020-08-19 14:02:00",1590,28.3,63.5,985,29,0.885,105,50.98
"2020-08-19 15:02:00",1591,28.1,62.3,984,29,0.885,105,50.98
"2020-08-19 16:02:00",1592,26.7,68.4,983,29,0.886,105,50.98
"2020-08-19 17:02:00",1593,25.7,77.1,983,29,0.885,105,50.98
"2020-08-19 18:02:00",1594,24.6,81.5,983,29,0.886,105,50.98
"2020-08-19 19:02:00",1595,23.3,90.7,983,29,0.884,105,50.98
"2020-08-19 20:02:00",1596,23,91.4,984,29,0.884,105,50.98
"2020-08-19 21:02:00",1597,22.5,94.5,984,29,0.883,105,50.98
"2020-08-19 22:02:00",1598,22,98.2,985,29,0.885,105,50.98
"2020-08-19 23:02:00",1599,21.5,97.9,985,29,0.886,105,50.98
"2020-08-20 00:02:00",1600,21.3,94.1,986,29,0.885,105,50.98
"2020-08-20 01:02:00",1601,21.3,94.2,985,29,0.884,105,50.98
"2020-08-20 02:02:00",1602,21.3,94.4,985,29,0.883,105,50.98
"2020-08-20 03:02:00",1603,21.3,94.6,985,29,0.883,105,50.98
"2020-08-20 04:02:00",1604,21.3,94.7,985,29,0.885,105,50.98
"2020-08-20 05:02:00",1605,21,95,985,29,0.885,105,50.98
"2020-08-20 06:02:00",1606,21.2,95.1,985,29,0.884,105,50.98
"2020-08-20 07:02:00",1607,21.2,95.2,985,29,0.883,105,50.98
"2020-08-20 08:02:00",1608,21.8,95.4,986,29,0.885,105,50.98
"2020-08-20 09:02:00",1609,23.3,92.6,986,29,0.886,105,50.98
"2020-08-20 10:02:00",1610,25.6,81.7,986,29,0.884,105,50.98
"2020-08-20 11:02:00",1611,27.3,71.8,986,29,0.885,105,50.98
"2020-08-20 12:02:00",1612,27.6,73.3,985,29,0.883,105,50.98
"2020-08-20 13:02:00",1613,27.6,71.4,985,29,0.885,105,50.98
"2020-08-20 14:02:00",1614,29.1,66,984,29,0.885,105,50.98
"2020-08-20 15:06:20",1615,27.8,69.8,983,29,0.886,105,50.98
"2020-08-20 16:02:00",1616,28.6,66.5,982,29,0.887,105,50.98
"2020-08-20 17:02:00",1617,28.6,66,982,29,0.885,105,50.98
"2020-08-20 18:02:00",1618,29.1,65.7,981,29,0.883,105,50.98
"2020-08-20 19:02:00",1619,25.4,81.7,982,29,0.884,105,50.98
"2020-08-20 20:02:00",1620,23.6,91.8,982,29,0.884,105,50.98
"2020-08-20 21:02:00",1621,23.3,96.3,983,29,0.883,105,50.98
"2020-08-20 22:02:00",1622,22.8,97.7,984,29,0.885,105,50.98
"2020-08-20 23:02:00",1623,22.5,97.9,985,29,0.885,105,50.98
"2020-08-21 00:02:00",1624,22.2,94.1,985,29,0.884,105,50.98
"2020-08-21 01:02:00",1625,22.5,94.2,985,29,0.884,105,50.98
"2020-08-21 02:02:00",1626,22.3,94.4,984,29,0.884,105,50.98
"2020-08-21 03:02:00",1627,22.2,94.6,984,29,0.885,105,50.98
"2020-08-21 04:02:00",1628,22,94.7,984,29,0.884,105,50.98
"2020-08-21 05:02:00",1629,21.9,94.9,984,29,0.884,105,50.98
"2020-08-21 06:02:00",1630,21.7,95.1,984,29,0.883,105,50.98
"2020-08-21 07:02:00",1631,21.8,95.2,984,29,0.885,105,50.98
"2020-08-21 08:02:00",1632,23,95.5,984,29,0.885,105,50.98
"2020-08-21 09:02:00",1633,25.5,86.5,984,29,0.885,105,50.98
"2020-08-21 10:02:00",1634,27.1,78.6,985,29,0.883,105,50.98
"2020-08-21 11:02:00",1635,29.6,66.9,984,29,0.884,105,50.98
"2020-08-21 12:02:00",1636,29.6,66.2,984,29,0.885,105,50.98
"2020-08-21 13:02:00",1637,29.6,66,983,29,0.886,105,50.98
"2020-08-21 14:02:00",1638,31.9,53.1,982,29,0.887,105,50.98
"2020-08-21 15:02:00",1639,29.9,62.7,981,29,0.887,105,50.98
"2020-08-21 16:02:00",1640,29.6,63.1,980,29,0.886,105,50.98
"2020-08-21 17:02:00",1641,29.6,64.8,979,29,0.885,105,50.98
"2020-08-21 18:02:00",1642,29.5,68.4,979,29,0.885,105,50.98
"2020-08-21 19:02:00",1643,26.3,79.9,979,29,0.885,105,50.98
"2020-08-21 20:02:00",1644,25.1,91.9,979,29,0.885,105,50.98
"2020-08-21 21:02:00",1645,24.3,92,980,29,0.884,105,50.98
"2020-08-21 22:02:00",1646,24.1,93.3,981,29,0.884,105,50.98
"2020-08-21 23:02:00",1647,23.5,97.6,981,29,0.884,105,50.98
"2020-08-22 00:02:00",1648,24.3,94.1,981,29,0.884,105,50.98
"2020-08-22 01:02:00",1649,24,94.9,981,29,0.885,105,50.98
"2020-08-22 02:02:00",1650,23.3,94.4,981,29,0.885,105,50.98
"2020-08-22 03:02:00",1651,24.1,98.1,981,29,0.884,105,50.98
"2020-08-22 04:02:00",1652,23.3,94.7,981,29,0.884,105,50.98
"2020-08-22 05:02:00",1653,23.3,94.9,981,29,0.884,105,50.98
"2020-08-22 06:02:00",1654,23,95.1,981,29,0.885,105,50.98
"2020-08-22 07:02:00",1655,24,95.2,982,29,0.885,105,50.98
"2020-08-22 08:02:00",1656,24.3,96.8,982,29,0.885,105,50.98
"2020-08-22 09:02:00",1657,27.1,83.5,982,29,0.886,105,50.98
"2020-08-22 10:02:00",1658,29.3,74.3,982,29,0.882,105,50.98
"2020-08-22 11:02:00",1659,28.8,74.9,982,29,0.884,105,50.98
"2020-08-22 12:02:00",1660,29.9,70.4,982,29,0.886,105,50.98
"2020-08-22 13:02:00",1661,32.2,60.8,981,29,0.886,105,50.98
"2020-08-22 14:02:00",1662,30.9,64.7,980,29,0.885,105,50.98
"2020-08-22 15:02:00",1663,32.6,59.3,979,29,0.884,105,50.98
"2020-08-22 16:02:00",1664,32.1,61.8,978,29,0.886,105,50.98
"2020-08-22 17:02:00",1665,32.3,60.6,977,29,0.887,105,50.98
"2020-08-22 18:02:00",1666,32.6,61.4,977,29,0.886,105,50.98
"2020-08-22 19:02:00",1667,30.6,69.8,977,29,0.885,105,50.98
"2020-08-22 20:02:00",1668,28.6,79,978,29,0.885,105,50.98
"2020-08-22 21:02:00",1669,26.9,84.2,978,29,0.885,105,50.98
"2020-08-22 22:02:00",1670,25.8,89.2,979,29,0.884,105,50.98
"2020-08-22 23:02:00",1671,25.3,91.9,979,29,0.885,105,50.98
"2020-08-23 00:02:00",1672,26.3,90.4,980,29,0.887,105,50.98
"2020-08-23 01:02:00",1673,23.6,94.2,979,29,0.885,105,50.98
"2020-08-23 02:02:00",1674,23.1,94.3,979,29,0.885,105,50.98
"2020-08-23 03:02:00",1675,23.6,94.6,978,29,0.884,105,50.98
"2020-08-23 04:02:00",1676,23,94.7,978,29,0.885,105,50.98
"2020-08-23 05:02:00",1677,22.5,94.9,977,29,0.884,105,50.98
"2020-08-23 06:02:00",1678,22.5,90.1,977,29,0.884,105,50.98
"2020-08-23 07:02:00",1679,22.2,95.2,977,29,0.886,105,50.98
"2020-08-23 08:02:00",1680,23,95.4,977,29,0.885,105,50.98
"2020-08-23 09:02:00",1681,27.1,82.1,976,29,0.885,105,50.98
"2020-08-23 10:02:00",1682,27.5,79.3,976,29,0.885,105,50.98
"2020-08-23 11:02:00",1683,28.4,76.2,975,29,0.886,105,50.98
"2020-08-23 12:02:00",1684,30.7,65.7,974,29,0.887,105,50.99
"2020-08-23 13:02:00",1685,31.9,59.8,974,29,0.884,105,50.99
"2020-08-23 14:02:00",1686,33.2,54.6,973,29,0.884,105,50.99
"2020-08-23 15:02:00",1687,33.4,54.8,972,29,0.887,105,50.99
"2020-08-23 16:02:00",1688,32.3,61.5,971,29,0.887,105,50.99
"2020-08-23 17:02:00",1689,32.2,57.7,970,29,0.887,105,50.99
"2020-08-23 18:02:00",1690,36.6,45.4,970,29,0.886,105,50.99
"2020-08-23 19:02:00",1691,34.2,57.5,971,29,0.884,105,50.99
"2020-08-23 20:02:00",1692,32.7,63,973,29,0.884,105,50.99
"2020-08-23 21:02:00",1693,32.1,63.9,974,29,0.884,105,50.98
"2020-08-23 22:02:00",1694,29.4,76.6,975,29,0.886,105,50.98
"2020-08-23 23:02:00",1695,26.5,88.4,976,29,0.886,105,50.99
"2020-08-24 00:02:00",1696,25.6,91.9,976,29,0.886,105,50.99
"2020-08-24 01:02:00",1697,26.1,90.3,976,29,0.884,105,50.99
"2020-08-24 02:02:00",1698,26,91.2,976,29,0.885,105,50.99
"2020-08-24 03:02:00",1699,27.1,89.1,977,29,0.885,105,50.99
"2020-08-24 04:02:00",1700,23.8,87.6,978,29,0.886,105,50.99
"2020-08-24 05:02:00",1701,23.5,88.4,978,29,0.885,105,50.99
"2020-08-24 06:02:00",1702,23.5,86.3,979,29,0.884,105,50.99
"2020-08-24 07:02:00",1703,23.6,86.6,980,29,0.884,105,50.99
"2020-08-24 08:02:00",1704,24.1,84.7,981,29,0.886,105,50.99
"2020-08-24 09:02:00",1705,24,84.2,982,29,0.886,105,50.99
"2020-08-24 10:02:00",1706,23.6,85.7,983,29,0.885,105,50.99
"2020-08-24 11:02:00",1707,21.8,97,984,29,0.884,105,50.99
"2020-08-24 12:02:00",1708,22.4,94.7,984,29,0.884,105,50.99
"2020-08-24 13:02:00",1709,23.3,90.1,983,29,0.884,105,50.99
"2020-08-24 14:02:00",1710,23.6,85.6,983,29,0.886,105,50.99
"2020-08-24 15:02:00",1711,23.1,92.3,983,29,0.887,105,50.99
"2020-08-24 16:02:00",1712,23.3,91.1,982,29,0.888,105,50.99
"2020-08-24 17:02:00",1713,23.6,88.2,982,29,0.887,105,50.99
"2020-08-24 18:02:00",1714,23.6,88.8,982,29,0.883,105,50.99
"2020-08-24 19:02:00",1715,23.1,91.3,982,29,0.886,105,50.99
"2020-08-24 20:02:00",1716,22.8,91.4,982,29,0.885,105,50.99
"2020-08-24 21:02:00",1717,22.3,96,983,29,0.887,105,50.98
"2020-08-24 22:02:00",1718,22,97.7,983,29,0.886,105,50.98
"2020-08-24 23:02:00",1719,21.7,97.9,983,29,0.885,105,50.99
