"TOA5","1","CR1000X","5122","CR1000X.Std.03.02","CPU:TDG_191227_Enc.CR1X","49734","FWS"
"TIMESTAMP","RECORD","AirTemp","Humidity","Baro","Lat_deg","Lat_min","Long_deg","Long_min"
"TS","RN","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-08-25 00:02:00",1720,21.5,94,983,29,0.884,105,50.99
"2020-08-25 01:02:00",1721,21.2,94.1,983,29,0.885,105,50.99
"2020-08-25 02:02:00",1722,20.8,94.4,983,29,0.886,105,50.99
"2020-08-25 03:02:00",1723,20.3,94.6,983,29,0.886,105,50.99
"2020-08-25 04:02:00",1724,20.3,94.7,982,29,0.885,105,50.99
"2020-08-25 05:02:00",1725,20,95.6,982,29,0.884,105,50.99
"2020-08-25 06:02:00",1726,20,95.1,983,29,0.884,105,50.99
"2020-08-25 07:02:00",1727,20,95.2,983,29,0.885,105,50.99
"2020-08-25 08:02:00",1728,21.3,95.4,983,29,0.886,105,50.99
"2020-08-25 09:02:00",1729,25.2,81,983,29,0.887,105,50.98
"2020-08-25 10:02:00",1730,26.8,74.3,983,29,0.885,105,50.98
"2020-08-25 11:02:00",1731,27.6,68.2,983,29,0.885,105,50.98
"2020-08-25 12:02:00",1732,28.3,64.7,983,29,0.885,105,50.99
"2020-08-25 13:02:00",1733,29.3,59.7,982,29,0.886,105,50.99
"2020-08-25 14:02:00",1734,30.1,55.6,981,29,0.888,105,50.99
"2020-08-25 15:02:00",1735,31.2,52.8,980,29,0.889,105,50.99
"2020-08-25 16:02:00",1736,31.6,52.5,979,29,0.887,105,50.99
"2020-08-25 17:02:00",1737,30.3,58,979,29,0.888,105,50.99
"2020-08-25 18:02:00",1738,30.6,56.1,979,29,0.887,105,50.99
"2020-08-25 19:02:00",1739,28.3,67.3,979,29,0.887,105,50.99
"2020-08-25 20:02:00",1740,26,79.6,979,29,0.886,105,50.98
"2020-08-25 21:02:00",1741,23.3,95.7,980,29,0.884,105,50.99
"2020-08-25 22:02:00",1742,22.8,97.7,981,29,0.885,105,50.98
"2020-08-25 23:02:00",1743,22.7,97.9,982,29,0.885,105,50.98
"2020-08-26 00:02:00",1744,22.5,94.1,982,29,0.886,105,50.98
"2020-08-26 01:02:00",1745,22,94.2,982,29,0.887,105,50.98
"2020-08-26 02:02:00",1746,22,94.4,982,29,0.886,105,50.99
"2020-08-26 03:02:00",1747,21.7,94.6,981,29,0.885,105,50.98
"2020-08-26 04:02:00",1748,21.3,94.7,981,29,0.886,105,50.99
"2020-08-26 05:02:00",1749,21.2,94.9,981,29,0.886,105,50.99
"2020-08-26 06:02:00",1750,20.8,95.1,981,29,0.885,105,50.98
"2020-08-26 07:02:00",1751,21.2,95.2,982,29,0.886,105,50.98
"2020-08-26 08:02:00",1752,24,88.5,982,29,0.885,105,50.99
"2020-08-26 09:02:00",1753,25.5,83,982,29,0.886,105,50.98
"2020-08-26 10:02:00",1754,27.8,73.7,982,29,0.885,105,50.98
"2020-08-26 11:02:00",1755,28.8,69.1,981,29,0.886,105,50.98
"2020-08-26 12:02:00",1756,30.7,58.9,980,29,0.887,105,50.99
"2020-08-26 13:02:00",1757,31.1,56.2,979,29,0.886,105,50.98
"2020-08-26 14:02:00",1758,31.6,53.6,978,29,0.886,105,50.98
"2020-08-26 15:02:00",1759,33,44.8,977,29,0.885,105,50.98
"2020-08-26 16:02:00",1760,33.4,43.9,976,29,0.887,105,50.98
"2020-08-26 17:02:00",1761,31.4,52.5,975,29,0.887,105,50.99
"2020-08-26 18:02:00",1762,31.1,52,975,29,0.886,105,50.99
"2020-08-26 19:02:00",1763,27.1,74,975,29,0.885,105,50.99
"2020-08-26 20:02:00",1764,25.1,85.8,976,29,0.885,105,50.99
"2020-08-26 21:02:00",1765,25.8,81,977,29,0.885,105,50.99
"2020-08-26 22:02:00",1766,24,92.5,978,29,0.885,105,50.99
"2020-08-26 23:02:00",1767,23.6,95.2,978,29,0.887,105,50.99
"2020-08-27 00:02:00",1768,23.3,96.5,978,29,0.886,105,50.99
"2020-08-27 01:02:00",1769,22.8,94.2,978,29,0.886,105,50.99
"2020-08-27 02:02:00",1770,22.7,98.8,978,29,0.885,105,50.99
"2020-08-27 03:02:00",1771,22.3,94.6,978,29,0.885,105,50.99
"2020-08-27 04:02:00",1772,22,94.7,977,29,0.885,105,50.99
"2020-08-27 05:02:00",1773,21.8,94.9,977,29,0.886,105,50.99
"2020-08-27 06:02:00",1774,21.5,95.1,977,29,0.885,105,50.99
"2020-08-27 07:02:00",1775,22.2,95.2,977,29,0.886,105,50.99
"2020-08-27 08:02:00",1776,24.8,88.6,976,29,0.885,105,50.99
"2020-08-27 09:06:20",1777,26.4,79.6,976,29,0.885,105,50.99
"2020-08-27 10:02:00",1778,26.9,73.7,976,29,0.885,105,50.99
"2020-08-27 11:02:00",1779,28.8,67.8,976,29,0.885,105,50.99
"2020-08-27 12:02:00",1780,30.2,60.2,975,29,0.885,105,50.99
"2020-08-27 13:02:00",1781,31.6,54.7,974,29,0.885,105,50.99
"2020-08-27 14:02:00",1782,32.7,48.1,973,29,0.886,105,50.99
"2020-08-27 15:02:00",1783,34,44.5,972,29,0.886,105,50.99
"2020-08-27 16:02:00",1784,34.2,45.2,971,29,0.887,105,50.99
"2020-08-27 17:02:00",1785,34.5,43.2,970,29,0.888,105,50.99
"2020-08-27 18:02:00",1786,33.4,46.6,970,29,0.887,105,50.99
"2020-08-27 19:02:00",1787,28.7,69.9,970,29,0.884,105,50.99
"2020-08-27 20:02:00",1788,26.1,85.4,972,29,0.884,105,50.99
"2020-08-27 21:02:00",1789,27.1,82.2,973,29,0.886,105,50.99
"2020-08-27 22:02:00",1790,26.7,83,973,29,0.887,105,50.99
"2020-08-27 23:02:00",1791,26.6,81.3,974,29,0.886,105,50.99
"2020-08-28 00:02:00",1792,25.8,85.6,974,29,0.885,105,50.99
"2020-08-28 01:02:00",1793,24.1,96.1,974,29,0.884,105,50.99
"2020-08-28 02:02:00",1794,23.8,97,975,29,0.885,105,50.99
"2020-08-28 03:02:00",1795,23.5,94.6,974,29,0.885,105,50.99
"2020-08-28 04:02:00",1796,23.3,94.7,975,29,0.885,105,50.99
"2020-08-28 05:02:00",1797,23.1,94.9,975,29,0.887,105,50.99
"2020-08-28 06:02:00",1798,23,95.1,976,29,0.885,105,50.99
"2020-08-28 07:02:00",1799,23.1,95.2,977,29,0.885,105,50.99
"2020-08-28 08:02:00",1800,25.3,89.9,976,29,0.886,105,50.99
"2020-08-28 09:02:00",1801,26.4,82.7,977,29,0.886,105,50.99
"2020-08-28 10:02:00",1802,28.2,73.5,977,29,0.885,105,50.99
"2020-08-28 11:02:00",1803,30.8,63.4,977,29,0.884,105,50.99
"2020-08-28 12:02:00",1804,32.2,53.9,976,29,0.884,105,50.99
"2020-08-28 13:02:00",1805,33.4,50.7,976,29,0.885,105,50.99
"2020-08-28 14:02:00",1806,35.2,47.7,975,29,0.886,105,50.99
"2020-08-28 15:02:00",1807,35.5,45.7,975,29,0.886,105,50.99
"2020-08-28 16:02:00",1808,35.8,44.5,974,29,0.886,105,50.99
"2020-08-28 17:02:00",1809,34.2,50.8,974,29,0.886,105,50.99
"2020-08-28 18:02:00",1810,31.1,60.2,973,29,0.885,105,50.99
"2020-08-28 19:02:00",1811,27.3,78,974,29,0.885,105,50.99
"2020-08-28 20:02:00",1812,26.1,87.6,975,29,0.885,105,50.99
"2020-08-28 21:02:00",1813,25.5,94,976,29,0.887,105,50.99
"2020-08-28 22:02:00",1814,28.3,60.3,979,29,0.887,105,50.99
"2020-08-28 23:02:00",1815,26.4,72.6,979,29,0.885,105,50.99
"2020-08-29 00:02:00",1816,26,74.8,979,29,0.885,105,50.99
"2020-08-29 01:02:00",1817,25.3,79.2,979,29,0.885,105,50.99
"2020-08-29 02:02:00",1818,24,89.6,978,29,0.886,105,50.99
"2020-08-29 03:02:00",1819,23.3,94.5,978,29,0.886,105,50.99
"2020-08-29 04:02:00",1820,23,97.4,978,29,0.885,105,50.99
"2020-08-29 05:02:00",1821,22.7,94.9,979,29,0.884,105,50.99
"2020-08-29 06:02:00",1822,22.7,95.1,979,29,0.884,105,50.99
"2020-08-29 07:02:00",1823,22.7,95.2,979,29,0.885,105,50.99
"2020-08-29 08:02:00",1824,26.4,82.3,979,29,0.886,105,50.99
"2020-08-29 09:02:00",1825,26,83.4,979,29,0.886,105,50.99
"2020-08-29 10:02:00",1826,27.3,76.3,979,29,0.885,105,50.99
"2020-08-29 11:02:00",1827,30,65.1,979,29,0.884,105,50.99
"2020-08-29 12:02:00",1828,32.2,55.4,979,29,0.884,105,50.99
"2020-08-29 13:02:00",1829,33.4,52.6,978,29,0.886,105,50.99
"2020-08-29 14:02:00",1830,33.4,51.9,977,29,0.887,105,50.99
"2020-08-29 15:02:00",1831,34.4,49.5,976,29,0.884,105,50.99
"2020-08-29 16:02:00",1832,35.4,47,975,29,0.885,105,50.99
"2020-08-29 17:02:00",1833,34.7,49.8,975,29,0.886,105,50.99
"2020-08-29 18:02:00",1834,32.9,55.7,975,29,0.886,105,50.99
"2020-08-29 19:02:00",1835,29.9,69,975,29,0.886,105,50.99
"2020-08-29 20:02:00",1836,27.3,85,976,29,0.885,105,50.99
"2020-08-29 21:02:00",1837,26.3,87.3,977,29,0.886,105,50.99
"2020-08-29 22:02:00",1838,28.1,82.3,979,29,0.885,105,50.99
"2020-08-29 23:02:00",1839,27.6,83.9,979,29,0.884,105,50.99
"2020-08-30 00:02:00",1840,26.1,90.7,979,29,0.885,105,50.99
"2020-08-30 01:02:00",1841,25.5,95.4,979,29,0.887,105,50.99
"2020-08-30 02:02:00",1842,24.3,94.4,979,29,0.885,105,50.99
"2020-08-30 03:02:00",1843,24,94.5,979,29,0.884,105,50.99
"2020-08-30 04:02:00",1844,24,94.7,979,29,0.884,105,50.99
"2020-08-30 05:02:00",1845,23.4,94.9,979,29,0.886,105,50.99
"2020-08-30 06:02:00",1846,23.5,95.1,979,29,0.885,105,50.99
"2020-08-30 07:02:00",1847,23.2,95.2,980,29,0.884,105,50.99
"2020-08-30 08:02:00",1848,24.6,97.6,980,29,0.885,105,50.99
"2020-08-30 09:02:00",1849,27.4,83.9,980,29,0.884,105,50.99
"2020-08-30 10:02:00",1850,29.3,72.4,980,29,0.884,105,50.99
"2020-08-30 11:02:00",1851,30.1,63,980,29,0.884,105,50.99
"2020-08-30 12:02:00",1852,33.9,44.2,979,29,0.885,105,50.99
"2020-08-30 13:02:00",1853,34.9,45.8,978,29,0.885,105,50.99
"2020-08-30 14:02:00",1854,34.4,46.8,977,29,0.885,105,50.99
"2020-08-30 15:02:00",1855,38.2,34,977,29,0.882,105,50.99
"2020-08-30 16:02:00",1856,34.9,41.9,976,29,0.885,105,50.99
"2020-08-30 17:02:00",1857,34.8,40.1,976,29,0.886,105,50.99
"2020-08-30 18:02:00",1858,34.2,46.3,976,29,0.884,105,50.99
"2020-08-30 19:02:00",1859,31.8,51.3,976,29,0.885,105,50.99
"2020-08-30 20:02:00",1860,30.3,60.5,977,29,0.884,105,50.99
"2020-08-30 21:02:00",1861,30.2,58.7,978,29,0.887,105,50.99
"2020-08-30 22:02:00",1862,28.1,67.5,980,29,0.887,105,50.99
"2020-08-30 23:02:00",1863,28.8,78.3,981,29,0.887,105,50.99
"2020-08-31 00:02:00",1864,28.1,79.6,983,29,0.886,105,50.99
"2020-08-31 01:02:00",1865,26.7,77.5,984,29,0.886,105,50.99
"2020-08-31 02:02:00",1866,25.3,77.8,985,29,0.885,105,50.99
"2020-08-31 03:02:00",1867,24.5,83.6,985,29,0.885,105,50.99
"2020-08-31 04:02:00",1868,23.8,90.8,985,29,0.886,105,50.99
"2020-08-31 05:02:00",1869,24.3,85.5,985,29,0.886,105,50.99
"2020-08-31 06:02:00",1870,24.6,83.6,986,29,0.886,105,50.99
"2020-08-31 07:02:00",1871,24.5,84.8,987,29,0.886,105,50.99
"2020-08-31 08:02:00",1872,24.5,86.4,988,29,0.885,105,50.99
"2020-08-31 09:02:00",1873,24.8,84.5,988,29,0.885,105,50.99
"2020-08-31 10:02:00",1874,26.4,76.3,988,29,0.886,105,50.99
"2020-08-31 11:02:00",1875,26.3,75.2,989,29,0.885,105,50.99
"2020-08-31 12:02:00",1876,26.2,73.1,989,29,0.884,105,50.99
"2020-08-31 13:02:00",1877,25.6,75.8,989,29,0.885,105,50.99
"2020-08-31 14:02:00",1878,26.4,70.2,988,29,0.885,105,50.99
"2020-08-31 15:02:00",1879,27.8,63.4,988,29,0.885,105,50.99
"2020-08-31 16:02:00",1880,26.9,65.5,987,29,0.886,105,50.99
"2020-08-31 17:02:00",1881,26.4,71.6,987,29,0.887,105,50.99
"2020-08-31 18:02:00",1882,25.6,75.5,987,29,0.885,105,50.99
"2020-08-31 19:02:00",1883,25,80.7,987,29,0.884,105,50.99
"2020-08-31 20:02:00",1884,24.3,84.1,987,29,0.884,105,50.99
"2020-08-31 21:02:00",1885,24,85.5,988,29,0.885,105,50.99
"2020-08-31 22:02:00",1886,23.8,87.5,989,29,0.886,105,50.99
"2020-08-31 23:02:00",1887,23.3,91.1,989,29,0.886,105,50.99
"2020-09-01 00:02:00",1888,23,95.6,989,29,0.885,105,50.99
"2020-09-01 01:02:00",1889,23,95.1,988,29,0.884,105,50.99
"2020-09-01 02:02:00",1890,22.8,95.8,988,29,0.885,105,50.99
"2020-09-01 03:02:00",1891,22.5,97,988,29,0.884,105,50.98
"2020-09-01 04:02:00",1892,22,94.7,987,29,0.884,105,50.98
"2020-09-01 05:02:00",1893,21.8,94.9,987,29,0.884,105,50.98
"2020-09-01 06:02:00",1894,21.8,95.1,987,29,0.883,105,50.98
"2020-09-01 07:02:00",1895,21.7,95.2,987,29,0.884,105,50.98
"2020-09-01 08:02:00",1896,24,91.9,987,29,0.884,105,50.98
"2020-09-01 09:02:00",1897,26.3,79.7,987,29,0.884,105,50.98
"2020-09-01 10:02:00",1898,26.6,78.7,987,29,0.885,105,50.98
"2020-09-01 11:02:00",1899,27.8,73.1,987,29,0.882,105,50.98
"2020-09-01 12:02:00",1900,28.5,64.4,986,29,0.884,105,50.98
"2020-09-01 13:02:00",1901,29.4,61.5,985,29,0.884,105,50.98
"2020-09-01 14:02:00",1902,30.6,57.7,984,29,0.886,105,50.98
"2020-09-01 15:02:00",1903,30.1,57.9,983,29,0.887,105,50.98
"2020-09-01 16:02:00",1904,30.3,57.7,982,29,0.886,105,50.98
"2020-09-01 17:02:00",1905,32.1,51.1,982,29,0.884,105,50.98
"2020-09-01 18:02:00",1906,30.1,59,982,29,0.884,105,50.98
"2020-09-01 19:02:00",1907,30.2,57.3,982,29,0.884,105,50.98
"2020-09-01 20:02:00",1908,29.6,60.5,983,29,0.885,105,50.98
"2020-09-01 21:02:00",1909,28.8,65.2,984,29,0.886,105,50.98
"2020-09-01 22:02:00",1910,28.3,67.7,985,29,0.885,105,50.98
"2020-09-01 23:02:00",1911,25.6,81.1,986,29,0.884,105,50.98
"2020-09-02 00:02:00",1912,24.8,86.4,986,29,0.884,105,50.98
"2020-09-02 01:02:00",1913,24.5,88.8,986,29,0.885,105,50.98
"2020-09-02 02:02:00",1914,24.3,90.8,986,29,0.885,105,50.98
"2020-09-02 03:02:00",1915,24.5,89.1,986,29,0.884,105,50.98
"2020-09-02 04:02:00",1916,24,91.4,986,29,0.883,105,50.98
"2020-09-02 05:02:00",1917,23.7,93.7,986,29,0.884,105,50.98
"2020-09-02 06:02:00",1918,24.3,89.8,986,29,0.884,105,50.98
"2020-09-02 07:02:00",1919,24,92.9,987,29,0.885,105,50.98
"2020-09-02 08:02:00",1920,24.8,88.2,987,29,0.885,105,50.98
"2020-09-02 09:02:00",1921,25.3,84,988,29,0.884,105,50.98
"2020-09-02 10:02:00",1922,25.6,81.3,988,29,0.883,105,50.98
"2020-09-02 11:02:00",1923,26,80.2,988,29,0.884,105,50.98
"2020-09-02 12:02:00",1924,25.8,83.2,988,29,0.883,105,50.98
"2020-09-02 13:02:00",1925,26.1,83.1,987,29,0.886,105,50.98
"2020-09-02 14:02:00",1926,27,74.1,986,29,0.887,105,50.99
"2020-09-02 15:02:00",1927,28.1,70.1,985,29,0.886,105,50.99
"2020-09-02 16:02:00",1928,28.1,71.3,984,29,0.886,105,50.99
"2020-09-02 17:02:00",1929,27.1,79,984,29,0.887,105,50.99
"2020-09-02 18:02:00",1930,26.4,82.2,984,29,0.887,105,50.99
"2020-09-02 19:02:00",1931,25.5,87.7,985,29,0.886,105,50.99
"2020-09-02 20:02:00",1932,24.1,94.6,986,29,0.884,105,50.99
"2020-09-02 21:02:00",1933,24.1,96.1,986,29,0.885,105,50.99
"2020-09-02 22:02:00",1934,23.8,97.2,987,29,0.885,105,50.99
"2020-09-02 23:02:00",1935,24,97,987,29,0.885,105,50.99
"2020-09-03 00:02:00",1936,23.6,94,987,29,0.886,105,50.99
"2020-09-03 01:02:00",1937,23.5,94.2,987,29,0.886,105,50.99
"2020-09-03 02:02:00",1938,23.3,94.4,987,29,0.886,105,50.99
"2020-09-03 03:02:00",1939,23.3,94.5,986,29,0.884,105,50.99
"2020-09-03 04:02:00",1940,23.1,94.7,986,29,0.885,105,50.99
"2020-09-03 05:02:00",1941,23.1,94.8,987,29,0.886,105,50.99
"2020-09-03 06:02:00",1942,23,95.1,987,29,0.886,105,50.99
"2020-09-03 07:02:00",1943,23,95.2,987,29,0.886,105,50.99
"2020-09-03 08:02:00",1944,22.8,95.3,988,29,0.887,105,50.99
"2020-09-03 09:02:00",1945,23,95.6,988,29,0.884,105,50.99
"2020-09-03 10:02:00",1946,23,96.3,988,29,0.885,105,50.99
"2020-09-03 11:02:00",1947,23.3,95.9,988,29,0.886,105,50.99
"2020-09-03 12:02:00",1948,24.1,97.4,988,29,0.886,105,50.99
"2020-09-03 13:02:00",1949,26.1,81.4,987,29,0.887,105,50.99
"2020-09-03 14:02:00",1950,25.5,83.3,986,29,0.884,105,50.99
"2020-09-03 15:02:00",1951,25.4,85.5,986,29,0.887,105,50.99
"2020-09-03 16:02:00",1952,25.6,85,985,29,0.886,105,50.99
"2020-09-03 17:02:00",1953,25.8,84,984,29,0.887,105,50.99
"2020-09-03 18:02:00",1954,25.4,87.8,985,29,0.887,105,50.99
"2020-09-03 19:02:00",1955,24.8,92.6,985,29,0.886,105,51
"2020-09-03 20:02:00",1956,24.6,93.6,986,29,0.884,105,51
"2020-09-03 21:02:00",1957,23.8,96.6,987,29,0.884,105,51
"2020-09-03 22:02:00",1958,23.6,98.1,987,29,0.886,105,51
"2020-09-03 23:02:00",1959,23.5,97.8,987,29,0.886,105,51
"2020-09-04 00:02:00",1960,23,94,987,29,0.886,105,51
"2020-09-04 01:02:00",1961,23,99.1,987,29,0.885,105,51
"2020-09-04 02:02:00",1962,23,94.3,986,29,0.885,105,51
"2020-09-04 03:02:00",1963,22.7,94.6,986,29,0.885,105,51
"2020-09-04 04:02:00",1964,22.8,94.7,985,29,0.885,105,51
"2020-09-04 05:02:00",1965,23,94.9,985,29,0.887,105,51
"2020-09-04 06:02:00",1966,22.8,95.1,985,29,0.886,105,51
"2020-09-04 07:02:00",1967,22.9,95.2,985,29,0.886,105,51
"2020-09-04 08:02:00",1968,23,95.4,986,29,0.885,105,51
"2020-09-04 09:02:00",1969,23,97.1,986,29,0.884,105,51
"2020-09-04 10:02:00",1970,23.3,95.3,987,29,0.885,105,51
"2020-09-04 11:02:00",1971,23.6,93.4,986,29,0.886,105,51
"2020-09-04 12:02:00",1972,23.8,92.4,986,29,0.886,105,51
"2020-09-04 13:02:00",1973,24,91.6,985,29,0.886,105,51
"2020-09-04 14:02:00",1974,24.1,90.8,985,29,0.885,105,51
"2020-09-04 15:02:00",1975,25,85.9,984,29,0.887,105,51
"2020-09-04 16:02:00",1976,26.1,80.8,983,29,0.888,105,51
"2020-09-04 17:02:00",1977,25.6,82.4,983,29,0.887,105,51
"2020-09-04 18:02:00",1978,24.5,89.1,983,29,0.886,105,51
"2020-09-04 19:02:00",1979,24.3,90.6,983,29,0.885,105,51
"2020-09-04 20:02:00",1980,23.9,92.6,984,29,0.883,105,51
"2020-09-04 21:02:00",1981,23.8,93.7,984,29,0.886,105,51
"2020-09-04 22:02:00",1982,22.9,98.9,985,29,0.887,105,51
"2020-09-04 23:02:00",1983,22.8,97.8,985,29,0.886,105,51
"2020-09-05 00:02:00",1984,22.8,94,985,29,0.885,105,51
"2020-09-05 01:02:00",1985,22.7,94.2,985,29,0.885,105,51
"2020-09-05 02:02:00",1986,22.5,95,984,29,0.885,105,51
"2020-09-05 03:02:00",1987,22.2,94.5,984,29,0.885,105,51
"2020-09-05 04:02:00",1988,22.3,94.7,983,29,0.886,105,51
"2020-09-05 05:02:00",1989,22.5,94.8,983,29,0.884,105,51
"2020-09-05 06:02:00",1990,22.3,95.1,983,29,0.884,105,51
"2020-09-05 07:02:00",1991,22.7,95.1,983,29,0.885,105,51
"2020-09-05 08:02:00",1992,22.8,95.4,984,29,0.887,105,51
"2020-09-05 09:02:00",1993,23.1,98.7,984,29,0.885,105,51
"2020-09-05 10:02:00",1994,23.6,96.4,984,29,0.885,105,51
"2020-09-05 11:02:00",1995,25,88.8,983,29,0.884,105,51
"2020-09-05 12:02:00",1996,26,84.1,982,29,0.885,105,51
"2020-09-05 13:02:00",1997,28.2,73.9,981,29,0.886,105,51
"2020-09-05 14:02:00",1998,28.9,69.1,980,29,0.888,105,51
"2020-09-05 15:02:00",1999,26.8,77.4,980,29,0.889,105,51
"2020-09-05 16:02:00",2000,25.5,85.2,980,29,0.889,105,51
"2020-09-05 17:02:00",2001,26.6,79.9,979,29,0.885,105,51
"2020-09-05 18:02:00",2002,26.9,78.5,979,29,0.886,105,51
"2020-09-05 19:02:00",2003,26.3,82.9,980,29,0.886,105,51
"2020-09-05 20:02:00",2004,24.3,91.3,980,29,0.886,105,51
"2020-09-05 21:02:00",2005,23.8,96.9,981,29,0.887,105,51
"2020-09-05 22:02:00",2006,23.5,98.3,981,29,0.886,105,51
"2020-09-05 23:02:00",2007,24.6,91.3,981,29,0.885,105,51
"2020-09-06 00:02:00",2008,25.3,83.6,981,29,0.885,105,51
"2020-09-06 01:02:00",2009,25.5,81.9,981,29,0.886,105,51
"2020-09-06 02:02:00",2010,24.5,88.2,981,29,0.886,105,51
"2020-09-06 03:02:00",2011,23.1,95.9,981,29,0.885,105,51
"2020-09-06 04:02:00",2012,22.4,99,982,29,0.884,105,51
"2020-09-06 05:02:00",2013,22.5,94.9,982,29,0.884,105,51
"2020-09-06 06:02:00",2014,22.2,95,983,29,0.886,105,51
"2020-09-06 07:02:00",2015,21.8,95.1,983,29,0.886,105,51
"2020-09-06 08:02:00",2016,22,98.6,984,29,0.886,105,51
"2020-09-06 09:02:00",2017,22.2,95.5,985,29,0.885,105,51
"2020-09-06 10:02:00",2018,22.5,95.6,985,29,0.884,105,51
"2020-09-06 11:02:00",2019,22.3,95.8,986,29,0.884,105,51
"2020-09-06 12:02:00",2020,22.5,98.2,985,29,0.885,105,51
"2020-09-06 13:02:00",2021,22.5,96.1,985,29,0.886,105,51
"2020-09-06 14:02:00",2022,22.7,98,985,29,0.887,105,51
"2020-09-06 15:02:00",2023,22.7,99,985,29,0.886,105,51
"2020-09-06 16:02:00",2024,22.8,99,984,29,0.886,105,51
"2020-09-06 17:02:00",2025,22.7,96.8,985,29,0.885,105,51
"2020-09-06 18:02:00",2026,22.3,97,984,29,0.886,105,51
"2020-09-06 19:02:00",2027,22.2,97.9,985,29,0.886,105,51
"2020-09-06 20:02:00",2028,22,97.3,985,29,0.885,105,51
"2020-09-06 21:02:00",2029,22,97.6,986,29,0.886,105,51
"2020-09-06 22:02:00",2030,22,97.6,986,29,0.885,105,51
"2020-09-06 23:02:00",2031,22.2,97.9,986,29,0.886,105,51
"2020-09-07 00:02:00",2032,21.8,94,986,29,0.886,105,51
"2020-09-07 01:02:00",2033,21.5,94.1,986,29,0.887,105,51
"2020-09-07 02:02:00",2034,21.2,94.3,986,29,0.885,105,51
"2020-09-07 03:02:00",2035,21.3,94.5,985,29,0.885,105,51
"2020-09-07 04:02:00",2036,21.2,94.6,985,29,0.885,105,51
"2020-09-07 05:02:00",2037,21.2,94.9,985,29,0.886,105,51
"2020-09-07 06:02:00",2038,21.3,95,986,29,0.885,105,51
"2020-09-07 07:02:00",2039,21.7,95.1,986,29,0.886,105,51
"2020-09-07 08:02:00",2040,22.2,95.3,986,29,0.886,105,51
"2020-09-07 09:02:00",2041,23.5,91.3,986,29,0.883,105,51
"2020-09-07 10:02:00",2042,26.8,77.3,987,29,0.885,105,51
"2020-09-07 11:02:00",2043,26.6,78.4,986,29,0.886,105,51
"2020-09-07 12:02:00",2044,27.3,75.7,985,29,0.886,105,51
"2020-09-07 13:02:00",2045,27.6,69.4,985,29,0.885,105,51
"2020-09-07 14:02:00",2046,28.8,68.5,984,29,0.884,105,51
"2020-09-07 15:02:00",2047,29.6,58.4,983,29,0.886,105,51
"2020-09-07 16:02:00",2048,29.9,54.4,982,29,0.887,105,51
"2020-09-07 17:02:00",2049,31.7,50.4,982,29,0.887,105,51
"2020-09-07 18:02:00",2050,28.3,65.7,982,29,0.887,105,51
"2020-09-07 19:02:00",2051,25.6,78.6,982,29,0.887,105,51
"2020-09-07 20:02:00",2052,24.1,92.2,983,29,0.884,105,51
"2020-09-07 21:02:00",2053,23.1,96.3,983,29,0.886,105,51
"2020-09-07 22:02:00",2054,23.1,98.4,984,29,0.886,105,51
"2020-09-07 23:02:00",2055,22.7,97.9,985,29,0.886,105,51
"2020-09-08 00:02:00",2056,22.5,94,985,29,0.888,105,51
"2020-09-08 01:02:00",2057,22.5,94.1,985,29,0.885,105,51
"2020-09-08 02:02:00",2058,22.5,94.3,985,29,0.885,105,51
"2020-09-08 03:02:00",2059,22.5,94.5,985,29,0.885,105,51
"2020-09-08 04:02:00",2060,22.3,94.6,985,29,0.886,105,51
"2020-09-08 05:02:00",2061,22.3,95.5,985,29,0.885,105,51
"2020-09-08 06:02:00",2062,22.7,95,985,29,0.886,105,51
"2020-09-08 07:02:00",2063,22.5,95.1,986,29,0.885,105,51
"2020-09-08 08:02:00",2064,22.8,96,986,29,0.884,105,51
"2020-09-08 09:02:00",2065,23.3,95.5,987,29,0.885,105,51
"2020-09-08 10:02:00",2066,24.8,93.7,987,29,0.886,105,51
"2020-09-08 11:02:00",2067,29.3,72.1,987,29,0.885,105,51
"2020-09-08 12:02:00",2068,29.4,67.8,986,29,0.885,105,51
"2020-09-08 13:02:00",2069,32.4,56.8,985,29,0.885,105,51
"2020-09-08 14:02:00",2070,31.4,57.3,985,29,0.886,105,51
"2020-09-08 15:02:00",2071,31.2,59.2,984,29,0.887,105,51
"2020-09-08 16:02:00",2072,30.6,54.1,983,29,0.887,105,51
"2020-09-08 17:02:00",2073,31.3,47.8,983,29,0.886,105,51
"2020-09-08 18:02:00",2074,28.3,68.5,983,29,0.885,105,51
"2020-09-08 19:02:00",2075,26.1,84.8,983,29,0.885,105,51
"2020-09-08 20:02:00",2076,26.6,78.4,984,29,0.885,105,51
"2020-09-08 21:02:00",2077,24.6,92.3,984,29,0.887,105,51
"2020-09-08 22:02:00",2078,23.8,98.2,985,29,0.886,105,51
"2020-09-08 23:02:00",2079,23.5,97.8,985,29,0.886,105,51
"2020-09-09 00:02:00",2080,23.3,94.8,985,29,0.885,105,51
"2020-09-09 01:02:00",2081,23.3,94.2,985,29,0.885,105,51
"2020-09-09 02:02:00",2082,22.8,94.4,985,29,0.886,105,51
"2020-09-09 03:02:00",2083,22.7,94.5,985,29,0.886,105,51
"2020-09-09 04:02:00",2084,22.5,95.3,985,29,0.886,105,51
"2020-09-09 05:02:00",2085,22.5,94.8,984,29,0.885,105,51
